Sample 1
5/4/2022 2:24 PM
Wavelength (nm)	10mm Absorbance
325.5	-0.004
326.0	-0.007
326.5	-0.010
327.0	-0.014
327.5	-0.016
328.0	-0.014
328.5	-0.014
329.0	-0.018
329.5	-0.015
330.0	-0.017
330.5	-0.010
331.0	-0.010
331.5	-0.009
332.0	-0.010
332.5	-0.010
333.0	-0.010
333.5	-0.012
334.0	-0.016
334.5	-0.017
335.0	-0.021
335.5	-0.018
336.0	-0.016
336.5	-0.018
337.0	-0.022
337.5	-0.018
338.0	-0.015
338.5	-0.015
339.0	-0.015
339.5	-0.016
340.0	-0.018
340.5	-0.016
341.0	-0.020
341.5	-0.026
342.0	-0.027
342.5	-0.025
343.0	-0.024
343.5	-0.023
344.0	-0.017
344.5	-0.016
345.0	-0.014
345.5	-0.015
346.0	-0.019
346.5	-0.020
347.0	-0.018
347.5	-0.017
348.0	-0.013
348.5	-0.012
349.0	-0.008
349.5	-0.009
350.0	-0.010
350.5	-0.015
351.0	-0.018
351.5	-0.021
352.0	-0.021
352.5	-0.023
353.0	-0.022
353.5	-0.023
354.0	-0.017
354.5	-0.015
355.0	-0.014
355.5	-0.015
356.0	-0.012
356.5	-0.013
357.0	-0.008
357.5	-0.012
358.0	-0.010
358.5	-0.008
359.0	-0.006
359.5	-0.005
360.0	-0.006
360.5	-0.006
361.0	-0.003
361.5	-0.004
362.0	-0.001
362.5	-0.003
363.0	-0.002
363.5	-0.007
364.0	-0.014
364.5	-0.019
365.0	-0.022
365.5	-0.018
366.0	-0.017
366.5	-0.017
367.0	-0.016
367.5	-0.017
368.0	-0.016
368.5	-0.016
369.0	-0.017
369.5	-0.018
370.0	-0.016
370.5	-0.020
371.0	-0.022
371.5	-0.024
372.0	-0.028
372.5	-0.033
373.0	-0.027
373.5	-0.023
374.0	-0.021
374.5	-0.020
375.0	-0.018
375.5	-0.018
376.0	-0.018
376.5	-0.016
377.0	-0.013
377.5	-0.011
378.0	-0.007
378.5	-0.007
379.0	-0.005
379.5	-0.007
380.0	-0.009
380.5	-0.011
381.0	-0.016
381.5	-0.018
382.0	-0.016
382.5	-0.016
383.0	-0.016
383.5	-0.013
384.0	-0.015
384.5	-0.018
385.0	-0.023
385.5	-0.026
386.0	-0.027
386.5	-0.028
387.0	-0.030
387.5	-0.031
388.0	-0.030
388.5	-0.028
389.0	-0.028
389.5	-0.025
390.0	-0.024
390.5	-0.021
391.0	-0.017
391.5	-0.015
392.0	-0.017
392.5	-0.018
393.0	-0.018
393.5	-0.019
394.0	-0.017
394.5	-0.017
395.0	-0.014
395.5	-0.014
396.0	-0.013
396.5	-0.013
397.0	-0.012
397.5	-0.015
398.0	-0.018
398.5	-0.020
399.0	-0.022
399.5	-0.022
400.0	-0.024
400.5	-0.026
401.0	-0.027
401.5	-0.025
402.0	-0.025
402.5	-0.025
403.0	-0.025
403.5	-0.018
404.0	-0.015
404.5	-0.012
405.0	-0.015
405.5	-0.011
406.0	-0.013
406.5	-0.013
407.0	-0.019
407.5	-0.024
408.0	-0.028
408.5	-0.025
409.0	-0.025
409.5	-0.026
410.0	-0.027
410.5	-0.022
411.0	-0.020
411.5	-0.019
412.0	-0.018
412.5	-0.018
413.0	-0.015
413.5	-0.011
414.0	-0.012
414.5	-0.012
415.0	-0.014
415.5	-0.013
416.0	-0.012
416.5	-0.016
417.0	-0.017
417.5	-0.017
418.0	-0.016
418.5	-0.018
419.0	-0.020
419.5	-0.018
420.0	-0.017
420.5	-0.013
421.0	-0.012
421.5	-0.013
422.0	-0.011
422.5	-0.009
423.0	-0.011
423.5	-0.013
424.0	-0.014
424.5	-0.012
425.0	-0.011
425.5	-0.009
426.0	-0.011
426.5	-0.011
427.0	-0.011
427.5	-0.010
428.0	-0.013
428.5	-0.016
429.0	-0.018
429.5	-0.016
430.0	-0.013
430.5	-0.010
431.0	-0.011
431.5	-0.012
432.0	-0.012
432.5	-0.013
433.0	-0.012
433.5	-0.014
434.0	-0.013
434.5	-0.015
435.0	-0.015
435.5	-0.015
436.0	-0.015
436.5	-0.017
437.0	-0.020
437.5	-0.023
438.0	-0.022
438.5	-0.021
439.0	-0.020
439.5	-0.021
440.0	-0.019
440.5	-0.014
441.0	-0.012
441.5	-0.010
442.0	-0.013
442.5	-0.015
443.0	-0.017
443.5	-0.019
444.0	-0.020
444.5	-0.022
445.0	-0.020
445.5	-0.018
446.0	-0.016
446.5	-0.014
447.0	-0.013
447.5	-0.011
448.0	-0.011
448.5	-0.009
449.0	-0.011
449.5	-0.014
450.0	-0.014
450.5	-0.014
451.0	-0.016
451.5	-0.015
452.0	-0.015
452.5	-0.018
453.0	-0.018
453.5	-0.021
454.0	-0.021
454.5	-0.020
455.0	-0.020
455.5	-0.019
456.0	-0.019
456.5	-0.017
457.0	-0.019
457.5	-0.022
458.0	-0.022
458.5	-0.024
459.0	-0.023
459.5	-0.021
460.0	-0.021
460.5	-0.020
461.0	-0.018
461.5	-0.017
462.0	-0.016
462.5	-0.018
463.0	-0.017
463.5	-0.017
464.0	-0.020
464.5	-0.018
465.0	-0.018
465.5	-0.018
466.0	-0.018
466.5	-0.021
467.0	-0.023
467.5	-0.025
468.0	-0.024
468.5	-0.025
469.0	-0.024
469.5	-0.021
470.0	-0.023
470.5	-0.025
471.0	-0.026
471.5	-0.026
472.0	-0.026
472.5	-0.024
473.0	-0.017
473.5	-0.014
474.0	-0.010
474.5	-0.011
475.0	-0.013
475.5	-0.017
476.0	-0.020
476.5	-0.021
477.0	-0.024
477.5	-0.025
478.0	-0.024
478.5	-0.026
479.0	-0.029
479.5	-0.031
480.0	-0.030
480.5	-0.027
481.0	-0.026
481.5	-0.023
482.0	-0.021
482.5	-0.020
483.0	-0.019
483.5	-0.020
484.0	-0.020
484.5	-0.019
485.0	-0.018
485.5	-0.015
486.0	-0.015
486.5	-0.014
487.0	-0.013
487.5	-0.014
488.0	-0.012
488.5	-0.012
489.0	-0.010
489.5	-0.011
490.0	-0.011
490.5	-0.011
491.0	-0.011
491.5	-0.013
492.0	-0.014
492.5	-0.014
493.0	-0.014
493.5	-0.015
494.0	-0.018
494.5	-0.019
495.0	-0.023
495.5	-0.026
496.0	-0.029
496.5	-0.031
497.0	-0.033
497.5	-0.030
498.0	-0.028
498.5	-0.025
499.0	-0.025
499.5	-0.019
500.0	-0.019
500.5	-0.020
501.0	-0.020
501.5	-0.019
502.0	-0.021
502.5	-0.022
503.0	-0.020
503.5	-0.020
504.0	-0.023
504.5	-0.020
505.0	-0.023
505.5	-0.025
506.0	-0.025
506.5	-0.025
507.0	-0.023
507.5	-0.021
508.0	-0.017
508.5	-0.018
509.0	-0.019
509.5	-0.020
510.0	-0.023
510.5	-0.025
511.0	-0.028
511.5	-0.028
512.0	-0.019
512.5	-0.016
513.0	-0.013
513.5	-0.014
514.0	-0.014
514.5	-0.016
515.0	-0.022
515.5	-0.028
516.0	-0.027
516.5	-0.027
517.0	-0.023
517.5	-0.020
518.0	-0.019
518.5	-0.020
519.0	-0.020
519.5	-0.020
520.0	-0.019
520.5	-0.020
521.0	-0.018
521.5	-0.017
522.0	-0.018
522.5	-0.019
523.0	-0.026
523.5	-0.029
524.0	-0.030
524.5	-0.025
525.0	-0.023
525.5	-0.025
526.0	-0.019
526.5	-0.013
527.0	-0.013
527.5	-0.013
528.0	-0.014
528.5	-0.015
529.0	-0.015
529.5	-0.016
530.0	-0.021
530.5	-0.026
531.0	-0.028
531.5	-0.029
532.0	-0.029
532.5	-0.026
533.0	-0.022
533.5	-0.019
534.0	-0.016
534.5	-0.016
535.0	-0.015
535.5	-0.020
536.0	-0.023
536.5	-0.027
537.0	-0.029
537.5	-0.034
538.0	-0.035
538.5	-0.035
539.0	-0.032
539.5	-0.028
540.0	-0.023
540.5	-0.022
541.0	-0.019
541.5	-0.019
542.0	-0.018
542.5	-0.021
543.0	-0.022
543.5	-0.024
544.0	-0.025
544.5	-0.024
545.0	-0.023
545.5	-0.024
546.0	-0.026
546.5	-0.026
547.0	-0.026
547.5	-0.028
548.0	-0.030
548.5	-0.030
549.0	-0.031
549.5	-0.030
550.0	-0.027
550.5	-0.025
551.0	-0.026
551.5	-0.025
552.0	-0.029
552.5	-0.031
553.0	-0.033
553.5	-0.030
554.0	-0.031
554.5	-0.030
555.0	-0.026
555.5	-0.024
556.0	-0.025
556.5	-0.026
557.0	-0.027
557.5	-0.028
558.0	-0.035
558.5	-0.033
559.0	-0.036
559.5	-0.036
560.0	-0.037
560.5	-0.037
561.0	-0.036
561.5	-0.033
562.0	-0.031
562.5	-0.033
563.0	-0.037
563.5	-0.034
564.0	-0.034
564.5	-0.035
565.0	-0.035
565.5	-0.035
566.0	-0.033
566.5	-0.032
567.0	-0.028
567.5	-0.028
568.0	-0.025
568.5	-0.021
569.0	-0.017
569.5	-0.019
570.0	-0.019
570.5	-0.022
571.0	-0.024
571.5	-0.028
572.0	-0.028
572.5	-0.032
573.0	-0.030
573.5	-0.027
574.0	-0.024
574.5	-0.024
575.0	-0.023
575.5	-0.023
576.0	-0.024
576.5	-0.025
577.0	-0.027
577.5	-0.029
578.0	-0.030
578.5	-0.025
579.0	-0.023
579.5	-0.024
580.0	-0.026
580.5	-0.026
581.0	-0.027
581.5	-0.026
582.0	-0.027
582.5	-0.029
583.0	-0.029
583.5	-0.029
584.0	-0.029
584.5	-0.031
585.0	-0.028
585.5	-0.028
586.0	-0.027
586.5	-0.025
587.0	-0.026
587.5	-0.027
588.0	-0.027
588.5	-0.027
589.0	-0.024
589.5	-0.026
590.0	-0.026
590.5	-0.028
591.0	-0.026
591.5	-0.027
592.0	-0.030
592.5	-0.032
593.0	-0.034
593.5	-0.032
594.0	-0.030
594.5	-0.033
595.0	-0.031
595.5	-0.030
596.0	-0.030
596.5	-0.033
597.0	-0.035
597.5	-0.040
598.0	-0.039
598.5	-0.039
599.0	-0.038
599.5	-0.035
600.0	-0.029
600.5	-0.029
601.0	-0.029
601.5	-0.031
602.0	-0.032
602.5	-0.034
603.0	-0.032
603.5	-0.030
604.0	-0.028
604.5	-0.024
605.0	-0.024
605.5	-0.025
606.0	-0.023
606.5	-0.023
607.0	-0.026
607.5	-0.028
608.0	-0.027
608.5	-0.027
609.0	-0.028
609.5	-0.026
610.0	-0.024
610.5	-0.021
611.0	-0.016
611.5	-0.017
612.0	-0.020
612.5	-0.019
613.0	-0.018
613.5	-0.020
614.0	-0.024
614.5	-0.030
615.0	-0.037
615.5	-0.039
616.0	-0.043
616.5	-0.044
617.0	-0.042
617.5	-0.035
618.0	-0.032
618.5	-0.028
619.0	-0.029
619.5	-0.032
620.0	-0.039
620.5	-0.040
621.0	-0.041
621.5	-0.037
622.0	-0.031
622.5	-0.031
623.0	-0.027
623.5	-0.027
624.0	-0.027
624.5	-0.029
625.0	-0.034
625.5	-0.033
626.0	-0.037
626.5	-0.036
627.0	-0.034
627.5	-0.031
628.0	-0.029
628.5	-0.030
629.0	-0.030
629.5	-0.033
630.0	-0.037
630.5	-0.038
631.0	-0.042
631.5	-0.045
632.0	-0.038
632.5	-0.030
633.0	-0.030
633.5	-0.028
634.0	-0.026
634.5	-0.026
635.0	-0.028
635.5	-0.023
636.0	-0.029
636.5	-0.031
637.0	-0.029
637.5	-0.023
638.0	-0.025
638.5	-0.029
639.0	-0.029
639.5	-0.031
640.0	-0.030
640.5	-0.027
641.0	-0.033
641.5	-0.035
642.0	-0.037
642.5	-0.034
643.0	-0.033
643.5	-0.032
644.0	-0.029
644.5	-0.032
645.0	-0.031
645.5	-0.033
646.0	-0.033
646.5	-0.030
647.0	-0.031
647.5	-0.034
648.0	-0.035
648.5	-0.032
649.0	-0.031
649.5	-0.032
650.0	-0.035
650.5	-0.038
651.0	-0.039
651.5	-0.036
652.0	-0.033
652.5	-0.037
653.0	-0.035
653.5	-0.032
654.0	-0.030
654.5	-0.029
655.0	-0.028
655.5	-0.025
656.0	-0.024
656.5	-0.023
657.0	-0.021
657.5	-0.026
658.0	-0.025
658.5	-0.029
659.0	-0.035
659.5	-0.037
660.0	-0.035
660.5	-0.031
661.0	-0.031
661.5	-0.031
662.0	-0.033
662.5	-0.033
663.0	-0.033
663.5	-0.032
664.0	-0.033
664.5	-0.028
665.0	-0.021
665.5	-0.017
666.0	-0.011
666.5	-0.008
667.0	-0.013
667.5	-0.015
668.0	-0.024
668.5	-0.030
669.0	-0.040
669.5	-0.043
670.0	-0.048
670.5	-0.054
671.0	-0.052
671.5	-0.049
672.0	-0.043
672.5	-0.033
673.0	-0.032
673.5	-0.030
674.0	-0.032
674.5	-0.034
675.0	-0.041
675.5	-0.045
676.0	-0.048
676.5	-0.045
677.0	-0.037
677.5	-0.034
678.0	-0.032
678.5	-0.029
679.0	-0.031
679.5	-0.028
680.0	-0.030
680.5	-0.031
681.0	-0.034
681.5	-0.031
682.0	-0.031
682.5	-0.029
683.0	-0.027
683.5	-0.021
684.0	-0.022
684.5	-0.020
685.0	-0.024
685.5	-0.025
686.0	-0.026
686.5	-0.025
687.0	-0.024
687.5	-0.023
688.0	-0.021
688.5	-0.019
689.0	-0.026
689.5	-0.033
690.0	-0.039
690.5	-0.042
691.0	-0.043
691.5	-0.036
692.0	-0.039
692.5	-0.038
693.0	-0.040
693.5	-0.034
694.0	-0.028
694.5	-0.027
695.0	-0.032
695.5	-0.035
696.0	-0.034
696.5	-0.031
697.0	-0.035
697.5	-0.031
698.0	-0.029
698.5	-0.019
699.0	-0.011
699.5	-0.012
700.0	-0.017
700.5	-0.023
701.0	-0.028
701.5	-0.032
702.0	-0.032
702.5	-0.031
703.0	-0.029
703.5	-0.030
704.0	-0.033
704.5	-0.036
705.0	-0.037
705.5	-0.045
706.0	-0.046
706.5	-0.046
707.0	-0.046
707.5	-0.042
708.0	-0.038
708.5	-0.039
709.0	-0.035
709.5	-0.034
710.0	-0.032
710.5	-0.035
711.0	-0.036
711.5	-0.035
712.0	-0.037
712.5	-0.037
713.0	-0.035
713.5	-0.035
714.0	-0.035
714.5	-0.035
715.0	-0.035
715.5	-0.036
716.0	-0.038
716.5	-0.030
717.0	-0.032
717.5	-0.035
718.0	-0.034
718.5	-0.033
719.0	-0.034
719.5	-0.034
720.0	-0.036
720.5	-0.032
721.0	-0.035
721.5	-0.030
722.0	-0.032
722.5	-0.037
723.0	-0.037
723.5	-0.040
724.0	-0.043
724.5	-0.044
725.0	-0.045
725.5	-0.043
726.0	-0.044
726.5	-0.039
727.0	-0.036
727.5	-0.029
728.0	-0.020
728.5	-0.022
729.0	-0.026
729.5	-0.028
730.0	-0.032
730.5	-0.035
731.0	-0.033
731.5	-0.032
732.0	-0.037
732.5	-0.035
733.0	-0.037
733.5	-0.040
734.0	-0.046
734.5	-0.045
735.0	-0.045
735.5	-0.044
736.0	-0.034
736.5	-0.037
737.0	-0.044
737.5	-0.042
738.0	-0.044
738.5	-0.044
739.0	-0.046
739.5	-0.044
740.0	-0.041
740.5	-0.044
741.0	-0.044
741.5	-0.048
742.0	-0.048
742.5	-0.045
743.0	-0.038
743.5	-0.035
744.0	-0.029
744.5	-0.025
745.0	-0.028
745.5	-0.034
746.0	-0.043
746.5	-0.043
747.0	-0.045
747.5	-0.044
748.0	-0.035
748.5	-0.032
749.0	-0.032
749.5	-0.033
750.0	-0.037
750.5	-0.040
751.0	-0.048
751.5	-0.039
752.0	-0.041
752.5	-0.039
753.0	-0.041
753.5	-0.041
754.0	-0.042
754.5	-0.045
755.0	-0.045
755.5	-0.045
756.0	-0.042
756.5	-0.033
757.0	-0.033
757.5	-0.033
758.0	-0.033
758.5	-0.029
759.0	-0.027
759.5	-0.034
760.0	-0.038
760.5	-0.038
761.0	-0.037
761.5	-0.035
762.0	-0.034
762.5	-0.031
763.0	-0.030
763.5	-0.031
764.0	-0.033
764.5	-0.032
765.0	-0.034
765.5	-0.036
766.0	-0.029
766.5	-0.021
767.0	-0.021
767.5	-0.022
768.0	-0.026
768.5	-0.034
769.0	-0.036
769.5	-0.028
770.0	-0.035
770.5	-0.040
771.0	-0.032
771.5	-0.026
772.0	-0.031
772.5	-0.031
773.0	-0.031
773.5	-0.036
774.0	-0.033
774.5	-0.028
775.0	-0.039
775.5	-0.039
776.0	-0.033
776.5	-0.031
777.0	-0.039
777.5	-0.040
778.0	-0.041
778.5	-0.037
779.0	-0.038
779.5	-0.039
780.0	-0.046
780.5	-0.041
781.0	-0.041
781.5	-0.040
782.0	-0.042
782.5	-0.036
783.0	-0.032
783.5	-0.024
784.0	-0.023
784.5	-0.019
785.0	-0.013
785.5	-0.010
786.0	-0.014
786.5	-0.015
787.0	-0.025
787.5	-0.030
788.0	-0.032
788.5	-0.032
789.0	-0.034
789.5	-0.030
790.0	-0.031
790.5	-0.036
791.0	-0.035
791.5	-0.034
792.0	-0.046
792.5	-0.044
793.0	-0.040
793.5	-0.031
794.0	-0.033
794.5	-0.035
795.0	-0.036
795.5	-0.031
796.0	-0.021
796.5	-0.016
797.0	-0.026
797.5	-0.021
798.0	-0.020
798.5	-0.019
799.0	-0.030
799.5	-0.034
800.0	-0.025
800.5	-0.019
801.0	-0.019
801.5	-0.021
802.0	-0.025
802.5	-0.015
803.0	-0.016
803.5	-0.016
804.0	-0.021
804.5	-0.028
805.0	-0.028
805.5	-0.034
806.0	-0.039
806.5	-0.034
807.0	-0.025
807.5	-0.024
808.0	-0.031
808.5	-0.033
809.0	-0.043
809.5	-0.052
810.0	-0.057
810.5	-0.065
811.0	-0.056
811.5	-0.039
812.0	-0.032
812.5	-0.036
813.0	-0.045
813.5	-0.045
814.0	-0.047
814.5	-0.056
815.0	-0.060
815.5	-0.063
816.0	-0.051
816.5	-0.036
817.0	-0.033
817.5	-0.035
818.0	-0.032
818.5	-0.027
819.0	-0.031
819.5	-0.040
820.0	-0.040
820.5	-0.038
821.0	-0.033
821.5	-0.026
822.0	-0.029
822.5	-0.037
823.0	-0.035
823.5	-0.041
824.0	-0.051
824.5	-0.055
825.0	-0.054
825.5	-0.045
826.0	-0.045
826.5	-0.040
827.0	-0.041
827.5	-0.047
828.0	-0.047
828.5	-0.048
829.0	-0.050
829.5	-0.046
830.0	-0.046
830.5	-0.045
831.0	-0.049
831.5	-0.046
832.0	-0.045
832.5	-0.047
833.0	-0.046
833.5	-0.047
834.0	-0.051
834.5	-0.051
835.0	-0.057
835.5	-0.061
836.0	-0.062
836.5	-0.055
837.0	-0.048
837.5	-0.046
838.0	-0.043
838.5	-0.048
839.0	-0.050
839.5	-0.042
840.0	-0.049
840.5	-0.052
841.0	-0.056
841.5	-0.062
842.0	-0.060
842.5	-0.057
843.0	-0.052
843.5	-0.061
844.0	-0.060
844.5	-0.044
845.0	-0.038
845.5	-0.033
846.0	-0.040
846.5	-0.044
847.0	-0.045
847.5	-0.042
848.0	-0.036
848.5	-0.029
849.0	-0.016
849.5	0.003
850.0	-0.016


Sample 2
5/4/2022 2:26 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.17333	
//WLCalib: 261S 	-0.08000	
//WLCalib: 362S 	-0.30000	
//WLCalib: 484S 	0.09000	
//WLCalib: 529S 	0.09000	
//WLCalib: 823S 	-0.38000	
//QSpecEnd: 
190.0	-0.027
190.5	-0.223
191.0	-0.067
191.5	0.117
192.0	0.186
192.5	0.104
193.0	0.345
193.5	0.506
194.0	0.469
194.5	0.728
195.0	1.068
195.5	1.663
196.0	2.023
196.5	2.505
197.0	2.768
197.5	2.933
198.0	3.071
198.5	3.008
199.0	2.927
199.5	2.850
200.0	2.766
200.5	2.687
201.0	2.591
201.5	2.491
202.0	2.397
202.5	2.276
203.0	2.155
203.5	2.039
204.0	1.942
204.5	1.825
205.0	1.728
205.5	1.631
206.0	1.530
206.5	1.427
207.0	1.314
207.5	1.216
208.0	1.131
208.5	1.052
209.0	0.981
209.5	0.907
210.0	0.859
210.5	0.806
211.0	0.768
211.5	0.728
212.0	0.716
212.5	0.702
213.0	0.693
213.5	0.689
214.0	0.678
214.5	0.671
215.0	0.661
215.5	0.647
216.0	0.644
216.5	0.638
217.0	0.631
217.5	0.615
218.0	0.615
218.5	0.614
219.0	0.607
219.5	0.600
220.0	0.580
220.5	0.569
221.0	0.563
221.5	0.550
222.0	0.533
222.5	0.522
223.0	0.517
223.5	0.516
224.0	0.500
224.5	0.486
225.0	0.472
225.5	0.460
226.0	0.445
226.5	0.423
227.0	0.401
227.5	0.384
228.0	0.373
228.5	0.364
229.0	0.351
229.5	0.342
230.0	0.335
230.5	0.322
231.0	0.307
231.5	0.290
232.0	0.275
232.5	0.256
233.0	0.240
233.5	0.226
234.0	0.208
234.5	0.195
235.0	0.179
235.5	0.166
236.0	0.154
236.5	0.140
237.0	0.127
237.5	0.113
238.0	0.104
238.5	0.088
239.0	0.076
239.5	0.068
240.0	0.058
240.5	0.052
241.0	0.046
241.5	0.042
242.0	0.045
242.5	0.046
243.0	0.042
243.5	0.036
244.0	0.037
244.5	0.033
245.0	0.032
245.5	0.028
246.0	0.022
246.5	0.025
247.0	0.027
247.5	0.028
248.0	0.023
248.5	0.022
249.0	0.023
249.5	0.020
250.0	0.020
250.5	0.018
251.0	0.019
251.5	0.023
252.0	0.026
252.5	0.030
253.0	0.027
253.5	0.029
254.0	0.029
254.5	0.029
255.0	0.031
255.5	0.033
256.0	0.034
256.5	0.035
257.0	0.035
257.5	0.038
258.0	0.034
258.5	0.036
259.0	0.038
259.5	0.042
260.0	0.050
260.5	0.052
261.0	0.055
261.5	0.057
262.0	0.058
262.5	0.064
263.0	0.065
263.5	0.063
264.0	0.062
264.5	0.066
265.0	0.070
265.5	0.074
266.0	0.080
266.5	0.083
267.0	0.093
267.5	0.097
268.0	0.103
268.5	0.103
269.0	0.107
269.5	0.114
270.0	0.122
270.5	0.130
271.0	0.133
271.5	0.137
272.0	0.142
272.5	0.143
273.0	0.148
273.5	0.147
274.0	0.150
274.5	0.155
275.0	0.158
275.5	0.164
276.0	0.166
276.5	0.173
277.0	0.174
277.5	0.175
278.0	0.179
278.5	0.183
279.0	0.185
279.5	0.183
280.0	0.183
280.5	0.184
281.0	0.184
281.5	0.188
282.0	0.187
282.5	0.182
283.0	0.179
283.5	0.176
284.0	0.166
284.5	0.159
285.0	0.152
285.5	0.148
286.0	0.142
286.5	0.140
287.0	0.136
287.5	0.127
288.0	0.122
288.5	0.116
289.0	0.106
289.5	0.098
290.0	0.089
290.5	0.079
291.0	0.066
291.5	0.053
292.0	0.041
292.5	0.033
293.0	0.028
293.5	0.024
294.0	0.023
294.5	0.022
295.0	0.021
295.5	0.020
296.0	0.018
296.5	0.012
297.0	0.008
297.5	0.002
298.0	0.000
298.5	-0.002
299.0	0.000
299.5	-0.002
300.0	-0.002
300.5	-0.004
301.0	-0.004
301.5	-0.007
