Sample 1
4/28/2022 1:23 PM
Wavelength (nm)	10mm Absorbance
337.5	-0.001
338.0	0.000
338.5	0.001
339.0	0.003
339.5	0.002
340.0	0.002
340.5	0.004
341.0	0.004
341.5	0.006
342.0	0.004
342.5	0.003
343.0	0.000
343.5	-0.005
344.0	-0.006
344.5	-0.009
345.0	-0.006
345.5	-0.004
346.0	-0.003
346.5	0.000
347.0	0.004
347.5	0.003
348.0	0.002
348.5	0.002
349.0	-0.001
349.5	-0.005
350.0	-0.008
350.5	-0.012
351.0	-0.008
351.5	-0.004
352.0	0.000
352.5	0.001
353.0	0.007
353.5	0.007
354.0	0.003
354.5	0.001
355.0	0.000
355.5	-0.001
356.0	0.005
356.5	0.006
357.0	0.008
357.5	0.009
358.0	0.010
358.5	0.008
359.0	0.003
359.5	0.004
360.0	0.007
360.5	0.012
361.0	0.014
361.5	0.015
362.0	0.019
362.5	0.015
363.0	0.013
363.5	0.008
364.0	0.002
364.5	0.000
365.0	-0.005
365.5	-0.005
366.0	-0.004
366.5	-0.001
367.0	0.001
367.5	-0.004
368.0	-0.003
368.5	-0.006
369.0	-0.005
369.5	-0.008
370.0	-0.003
370.5	0.000
371.0	0.005
371.5	0.008
372.0	0.006
372.5	0.003
373.0	-0.002
373.5	-0.009
374.0	-0.012
374.5	-0.013
375.0	-0.007
375.5	-0.006
376.0	-0.001
376.5	0.005
377.0	0.009
377.5	0.014
378.0	0.010
378.5	0.007
379.0	0.005
379.5	-0.001
380.0	-0.004
380.5	-0.006
381.0	-0.006
381.5	-0.008
382.0	-0.009
382.5	-0.011
383.0	-0.014
383.5	-0.015
384.0	-0.010
384.5	-0.010
385.0	-0.006
385.5	-0.003
386.0	0.000
386.5	0.004
387.0	0.001
387.5	0.003
388.0	0.003
388.5	0.001
389.0	0.003
389.5	0.003
390.0	0.003
390.5	0.002
391.0	0.002
391.5	0.005
392.0	0.002
392.5	0.002
393.0	0.000
393.5	-0.003
394.0	-0.004
394.5	-0.005
395.0	-0.008
395.5	-0.010
396.0	-0.008
396.5	-0.005
397.0	-0.001
397.5	-0.001
398.0	-0.001
398.5	-0.002
399.0	-0.004
399.5	-0.006
400.0	-0.007
400.5	-0.007
401.0	-0.006
401.5	-0.007
402.0	-0.008
402.5	-0.010
403.0	-0.011
403.5	-0.010
404.0	-0.011
404.5	-0.004
405.0	0.002
405.5	0.004
406.0	0.004
406.5	0.003
407.0	-0.003
407.5	-0.006
408.0	-0.008
408.5	-0.009
409.0	-0.008
409.5	-0.006
410.0	-0.007
410.5	-0.005
411.0	-0.007
411.5	-0.007
412.0	-0.009
412.5	-0.010
413.0	-0.009
413.5	-0.011
414.0	-0.012
414.5	-0.012
415.0	-0.013
415.5	-0.011
416.0	-0.012
416.5	-0.007
417.0	-0.003
417.5	0.000
418.0	0.004
418.5	0.002
419.0	0.002
419.5	0.005
420.0	0.002
420.5	0.002
421.0	0.002
421.5	0.004
422.0	0.005
422.5	0.006
423.0	0.007
423.5	0.008
424.0	0.011
424.5	0.013
425.0	0.012
425.5	0.008
426.0	0.004
426.5	0.001
427.0	-0.001
427.5	-0.003
428.0	-0.004
428.5	-0.004
429.0	-0.003
429.5	-0.002
430.0	-0.004
430.5	-0.007
431.0	-0.009
431.5	-0.006
432.0	-0.003
432.5	-0.001
433.0	0.001
433.5	0.002
434.0	0.001
434.5	0.001
435.0	-0.003
435.5	-0.005
436.0	-0.010
436.5	-0.008
437.0	-0.008
437.5	-0.007
438.0	-0.005
438.5	-0.003
439.0	-0.002
439.5	0.002
440.0	0.004
440.5	0.004
441.0	0.003
441.5	0.005
442.0	0.005
442.5	0.003
443.0	0.003
443.5	0.004
444.0	0.002
444.5	0.005
445.0	0.002
445.5	-0.002
446.0	-0.005
446.5	-0.006
447.0	-0.002
447.5	-0.001
448.0	0.003
448.5	0.006
449.0	0.007
449.5	0.010
450.0	0.007
450.5	0.002
451.0	-0.002
451.5	-0.007
452.0	-0.005
452.5	-0.005
453.0	-0.007
453.5	-0.007
454.0	-0.007
454.5	-0.005
455.0	-0.006
455.5	-0.006
456.0	-0.009
456.5	-0.009
457.0	-0.008
457.5	-0.007
458.0	-0.007
458.5	-0.003
459.0	-0.001
459.5	0.001
460.0	0.002
460.5	0.004
461.0	0.004
461.5	0.006
462.0	0.004
462.5	0.000
463.0	-0.002
463.5	-0.002
464.0	-0.005
464.5	-0.008
465.0	-0.010
465.5	-0.008
466.0	-0.009
466.5	-0.007
467.0	-0.006
467.5	-0.008
468.0	-0.010
468.5	-0.009
469.0	-0.011
469.5	-0.011
470.0	-0.012
470.5	-0.010
471.0	-0.009
471.5	-0.005
472.0	-0.004
472.5	-0.003
473.0	-0.005
473.5	-0.005
474.0	-0.007
474.5	-0.009
475.0	-0.011
475.5	-0.011
476.0	-0.009
476.5	-0.007
477.0	-0.008
477.5	-0.006
478.0	-0.006
478.5	-0.005
479.0	-0.008
479.5	-0.012
480.0	-0.012
480.5	-0.011
481.0	-0.011
481.5	-0.009
482.0	-0.005
482.5	0.000
483.0	0.003
483.5	0.006
484.0	0.008
484.5	0.007
485.0	0.006
485.5	0.005
486.0	0.002
486.5	0.000
487.0	-0.001
487.5	0.001
488.0	0.000
488.5	0.003
489.0	0.005
489.5	0.006
490.0	0.006
490.5	0.003
491.0	-0.002
491.5	-0.006
492.0	-0.008
492.5	-0.008
493.0	-0.008
493.5	-0.008
494.0	-0.006
494.5	-0.005
495.0	-0.007
495.5	-0.012
496.0	-0.014
496.5	-0.015
497.0	-0.011
497.5	-0.008
498.0	-0.008
498.5	-0.007
499.0	-0.005
499.5	-0.005
500.0	-0.005
500.5	-0.009
501.0	-0.010
501.5	-0.011
502.0	-0.013
502.5	-0.013
503.0	-0.015
503.5	-0.016
504.0	-0.017
504.5	-0.014
505.0	-0.008
505.5	-0.010
506.0	-0.012
506.5	-0.013
507.0	-0.012
507.5	-0.011
508.0	-0.011
508.5	-0.008
509.0	-0.008
509.5	-0.007
510.0	-0.005
510.5	-0.008
511.0	-0.012
511.5	-0.012
512.0	-0.012
512.5	-0.014
513.0	-0.014
513.5	-0.010
514.0	-0.011
514.5	-0.011
515.0	-0.011
515.5	-0.011
516.0	-0.011
516.5	-0.012
517.0	-0.011
517.5	-0.010
518.0	-0.009
518.5	-0.008
519.0	-0.007
519.5	-0.006
520.0	-0.005
520.5	-0.003
521.0	-0.001
521.5	-0.004
522.0	-0.005
522.5	-0.010
523.0	-0.015
523.5	-0.017
524.0	-0.019
524.5	-0.017
525.0	-0.015
525.5	-0.012
526.0	-0.005
526.5	-0.002
527.0	0.000
527.5	0.001
528.0	0.003
528.5	0.005
529.0	0.002
529.5	0.003
530.0	0.000
530.5	-0.006
531.0	-0.007
531.5	-0.008
532.0	-0.009
532.5	-0.009
533.0	-0.006
533.5	-0.003
534.0	-0.001
534.5	0.004
535.0	0.005
535.5	0.004
536.0	0.004
536.5	0.002
537.0	-0.002
537.5	-0.003
538.0	-0.005
538.5	-0.009
539.0	-0.011
539.5	-0.011
540.0	-0.011
540.5	-0.010
541.0	-0.008
541.5	-0.005
542.0	-0.003
542.5	-0.001
543.0	-0.002
543.5	-0.005
544.0	-0.009
544.5	-0.009
545.0	-0.009
545.5	-0.009
546.0	-0.006
546.5	-0.002
547.0	-0.002
547.5	-0.003
548.0	-0.004
548.5	-0.006
549.0	-0.010
549.5	-0.011
550.0	-0.014
550.5	-0.020
551.0	-0.023
551.5	-0.024
552.0	-0.024
552.5	-0.022
553.0	-0.021
553.5	-0.017
554.0	-0.015
554.5	-0.010
555.0	-0.015
555.5	-0.022
556.0	-0.024
556.5	-0.021
557.0	-0.020
557.5	-0.020
558.0	-0.020
558.5	-0.020
559.0	-0.017
559.5	-0.019
560.0	-0.027
560.5	-0.029
561.0	-0.025
561.5	-0.019
562.0	-0.018
562.5	-0.014
563.0	-0.012
563.5	-0.005
564.0	0.001
564.5	0.003
565.0	0.002
565.5	0.001
566.0	-0.007
566.5	-0.012
567.0	-0.017
567.5	-0.018
568.0	-0.019
568.5	-0.015
569.0	-0.010
569.5	-0.007
570.0	-0.008
570.5	-0.008
571.0	-0.015
571.5	-0.015
572.0	-0.015
572.5	-0.011
573.0	-0.007
573.5	-0.007
574.0	-0.004
574.5	-0.005
575.0	-0.005
575.5	-0.005
576.0	-0.011
576.5	-0.015
577.0	-0.018
577.5	-0.017
578.0	-0.018
578.5	-0.018
579.0	-0.016
579.5	-0.014
580.0	-0.014
580.5	-0.016
581.0	-0.015
581.5	-0.016
582.0	-0.016
582.5	-0.013
583.0	-0.014
583.5	-0.011
584.0	-0.009
584.5	-0.008
585.0	-0.010
585.5	-0.017
586.0	-0.018
586.5	-0.020
587.0	-0.023
587.5	-0.025
588.0	-0.025
588.5	-0.021
589.0	-0.016
589.5	-0.013
590.0	-0.010
590.5	-0.009
591.0	-0.007
591.5	-0.008
592.0	-0.011
592.5	-0.013
593.0	-0.007
593.5	-0.005
594.0	-0.003
594.5	-0.003
595.0	-0.002
595.5	-0.001
596.0	-0.004
596.5	-0.005
597.0	-0.005
597.5	-0.011
598.0	-0.009
598.5	-0.009
599.0	-0.009
599.5	-0.007
600.0	-0.008
600.5	-0.010
601.0	-0.012
601.5	-0.017
602.0	-0.019
602.5	-0.023
603.0	-0.019
603.5	-0.016
604.0	-0.014
604.5	-0.012
605.0	-0.013
605.5	-0.015
606.0	-0.017
606.5	-0.020
607.0	-0.015
607.5	-0.010
608.0	-0.006
608.5	-0.008
609.0	-0.012
609.5	-0.014
610.0	-0.019
610.5	-0.025
611.0	-0.028
611.5	-0.026
612.0	-0.019
612.5	-0.011
613.0	-0.008
613.5	-0.010
614.0	-0.012
614.5	-0.012
615.0	-0.021
615.5	-0.026
616.0	-0.031
616.5	-0.032
617.0	-0.028
617.5	-0.025
618.0	-0.024
618.5	-0.024
619.0	-0.023
619.5	-0.020
620.0	-0.023
620.5	-0.020
621.0	-0.021
621.5	-0.017
622.0	-0.011
622.5	-0.005
623.0	-0.005
623.5	-0.006
624.0	-0.005
624.5	-0.005
625.0	-0.011
625.5	-0.012
626.0	-0.014
626.5	-0.010
627.0	-0.008
627.5	-0.008
628.0	-0.014
628.5	-0.017
629.0	-0.018
629.5	-0.024
630.0	-0.029
630.5	-0.030
631.0	-0.025
631.5	-0.023
632.0	-0.024
632.5	-0.029
633.0	-0.031
633.5	-0.030
634.0	-0.025
634.5	-0.026
635.0	-0.026
635.5	-0.024
636.0	-0.020
636.5	-0.020
637.0	-0.021
637.5	-0.022
638.0	-0.016
638.5	-0.011
639.0	-0.003
639.5	-0.006
640.0	-0.012
640.5	-0.014
641.0	-0.020
641.5	-0.025
642.0	-0.027
642.5	-0.027
643.0	-0.024
643.5	-0.024
644.0	-0.019
644.5	-0.020
645.0	-0.021
645.5	-0.017
646.0	-0.020
646.5	-0.020
647.0	-0.024
647.5	-0.028
648.0	-0.026
648.5	-0.027
649.0	-0.028
649.5	-0.031
650.0	-0.027
650.5	-0.018
651.0	-0.018
651.5	-0.016
652.0	-0.024
652.5	-0.022
653.0	-0.016
653.5	-0.020
654.0	-0.021
654.5	-0.021
655.0	-0.021
655.5	-0.019
656.0	-0.020
656.5	-0.017
657.0	-0.014
657.5	-0.011
658.0	-0.008
658.5	-0.013
659.0	-0.011
659.5	-0.017
660.0	-0.023
660.5	-0.026
661.0	-0.024
661.5	-0.019
662.0	-0.010
662.5	-0.009
663.0	-0.003
663.5	-0.004
664.0	0.000
664.5	-0.005
665.0	-0.012
665.5	-0.016
666.0	-0.021
666.5	-0.024
667.0	-0.022
667.5	-0.022
668.0	-0.018
668.5	-0.017
669.0	-0.011
669.5	-0.015
670.0	-0.011
670.5	-0.012
671.0	-0.022
671.5	-0.029
672.0	-0.032
672.5	-0.034
673.0	-0.033
673.5	-0.032
674.0	-0.028
674.5	-0.028
675.0	-0.023
675.5	-0.027
676.0	-0.029
676.5	-0.029
677.0	-0.031
677.5	-0.032
678.0	-0.027
678.5	-0.021
679.0	-0.015
679.5	-0.015
680.0	-0.017
680.5	-0.017
681.0	-0.015
681.5	-0.019
682.0	-0.022
682.5	-0.023
683.0	-0.021
683.5	-0.026
684.0	-0.021
684.5	-0.017
685.0	-0.015
685.5	-0.015
686.0	-0.012
686.5	-0.018
687.0	-0.013
687.5	-0.017
688.0	-0.020
688.5	-0.027
689.0	-0.026
689.5	-0.024
690.0	-0.027
690.5	-0.024
691.0	-0.023
691.5	-0.023
692.0	-0.016
692.5	-0.016
693.0	-0.016
693.5	-0.016
694.0	-0.015
694.5	-0.015
695.0	-0.015
695.5	-0.009
696.0	-0.009
696.5	-0.004
697.0	-0.005
697.5	-0.005
698.0	-0.008
698.5	-0.004
699.0	-0.001
699.5	-0.002
700.0	-0.002
700.5	-0.003
701.0	-0.005
701.5	-0.008
702.0	-0.012
702.5	-0.012
703.0	-0.014
703.5	-0.014
704.0	-0.013
704.5	-0.011
705.0	-0.012
705.5	-0.011
706.0	-0.008
706.5	-0.004
707.0	0.001
707.5	0.005
708.0	0.004
708.5	0.006
709.0	0.009
709.5	0.007
710.0	-0.005
710.5	-0.010
711.0	-0.017
711.5	-0.019
712.0	-0.024
712.5	-0.025
713.0	-0.031
713.5	-0.022
714.0	-0.014
714.5	-0.009
715.0	-0.007
715.5	-0.002
716.0	-0.004
716.5	-0.002
717.0	-0.011
717.5	-0.020
718.0	-0.032
718.5	-0.032
719.0	-0.031
719.5	-0.030
720.0	-0.031
720.5	-0.029
721.0	-0.025
721.5	-0.019
722.0	-0.017
722.5	-0.014
723.0	-0.013
723.5	-0.016
724.0	-0.023
724.5	-0.025
725.0	-0.037
725.5	-0.038
726.0	-0.039
726.5	-0.038
727.0	-0.036
727.5	-0.034
728.0	-0.027
728.5	-0.024
729.0	-0.022
729.5	-0.014
730.0	-0.018
730.5	-0.012
731.0	-0.009
731.5	-0.011
732.0	-0.018
732.5	-0.023
733.0	-0.019
733.5	-0.021
734.0	-0.021
734.5	-0.022
735.0	-0.021
735.5	-0.018
736.0	-0.015
736.5	-0.020
737.0	-0.024
737.5	-0.027
738.0	-0.023
738.5	-0.025
739.0	-0.022
739.5	-0.019
740.0	-0.013
740.5	-0.013
741.0	-0.015
741.5	-0.015
742.0	-0.014
742.5	-0.019
743.0	-0.016
743.5	-0.017
744.0	-0.017
744.5	-0.017
745.0	-0.015
745.5	-0.015
746.0	-0.013
746.5	-0.015
747.0	-0.019
747.5	-0.023
748.0	-0.020
748.5	-0.019
749.0	-0.019
749.5	-0.019
750.0	-0.024
750.5	-0.024
751.0	-0.021
751.5	-0.028
752.0	-0.024
752.5	-0.018
753.0	-0.012
753.5	-0.010
754.0	-0.014
754.5	-0.019
755.0	-0.021
755.5	-0.020
756.0	-0.017
756.5	-0.010
757.0	-0.002
757.5	0.002
758.0	0.006
758.5	-0.001
759.0	-0.013
759.5	-0.021
760.0	-0.026
760.5	-0.031
761.0	-0.029
761.5	-0.024
762.0	-0.027
762.5	-0.021
763.0	-0.013
763.5	-0.011
764.0	-0.010
764.5	-0.010
765.0	-0.004
765.5	-0.001
766.0	0.004
766.5	0.006
767.0	0.001
767.5	0.000
768.0	-0.005
768.5	-0.014
769.0	-0.024
769.5	-0.036
770.0	-0.033
770.5	-0.035
771.0	-0.033
771.5	-0.023
772.0	-0.012
772.5	-0.001
773.0	-0.004
773.5	-0.008
774.0	-0.011
774.5	-0.023
775.0	-0.025
775.5	-0.034
776.0	-0.033
776.5	-0.030
777.0	-0.019
777.5	-0.017
778.0	-0.020
778.5	-0.013
779.0	-0.011
779.5	-0.010
780.0	0.001
780.5	0.003
781.0	0.007
781.5	0.002
782.0	-0.005
782.5	-0.014
783.0	-0.027
783.5	-0.034
784.0	-0.038
784.5	-0.033
785.0	-0.025
785.5	-0.020
786.0	-0.016
786.5	-0.020
787.0	-0.023
787.5	-0.023
788.0	-0.036
788.5	-0.038
789.0	-0.033
789.5	-0.030
790.0	-0.034
790.5	-0.029
791.0	-0.022
791.5	-0.016
792.0	-0.004
792.5	0.000
793.0	0.003
793.5	-0.004
794.0	-0.014
794.5	-0.023
795.0	-0.032
795.5	-0.034
796.0	-0.028
796.5	-0.013
797.0	-0.004
797.5	-0.003
798.0	-0.006
798.5	-0.025
799.0	-0.033
799.5	-0.034
800.0	-0.030
800.5	-0.033
801.0	-0.030
801.5	-0.017
802.0	-0.007
802.5	-0.012
803.0	-0.014
803.5	-0.019
804.0	-0.016
804.5	-0.013
805.0	-0.013
805.5	-0.021
806.0	-0.033
806.5	-0.029
807.0	-0.026
807.5	-0.035
808.0	-0.035
808.5	-0.033
809.0	-0.036
809.5	-0.031
810.0	-0.033
810.5	-0.029
811.0	-0.031
811.5	-0.026
812.0	-0.024
812.5	-0.021
813.0	-0.024
813.5	-0.026
814.0	-0.033
814.5	-0.036
815.0	-0.039
815.5	-0.032
816.0	-0.030
816.5	-0.028
817.0	-0.023
817.5	-0.016
818.0	-0.018
818.5	-0.014
819.0	-0.018
819.5	-0.024
820.0	-0.025
820.5	-0.024
821.0	-0.025
821.5	-0.024
822.0	-0.019
822.5	-0.017
823.0	-0.016
823.5	-0.014
824.0	-0.019
824.5	-0.024
825.0	-0.026
825.5	-0.024
826.0	-0.019
826.5	-0.011
827.0	-0.004
827.5	-0.004
828.0	-0.009
828.5	-0.016
829.0	-0.028
829.5	-0.039
830.0	-0.048
830.5	-0.050
831.0	-0.043
831.5	-0.034
832.0	-0.025
832.5	-0.028
833.0	-0.026
833.5	-0.024
834.0	-0.022
834.5	-0.022
835.0	-0.026
835.5	-0.019
836.0	-0.014
836.5	-0.010
837.0	-0.010
837.5	-0.010
838.0	-0.005
838.5	-0.004
839.0	0.002
839.5	-0.007
840.0	-0.020
840.5	-0.023
841.0	-0.024
841.5	-0.034
842.0	-0.047
842.5	-0.038
843.0	-0.035
843.5	-0.029
844.0	-0.015
844.5	-0.024
845.0	-0.028
845.5	-0.027
846.0	-0.010
846.5	-0.007
847.0	-0.002
847.5	0.008
848.0	-0.011
848.5	-0.010
849.0	-0.020
849.5	-0.035
850.0	-0.045


Sample 2
4/28/2022 1:24 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.17333	
//WLCalib: 261S 	-0.08000	
//WLCalib: 362S 	-0.30000	
//WLCalib: 484S 	0.09000	
//WLCalib: 529S 	0.09000	
//WLCalib: 823S 	-0.38000	
//QSpecEnd: 
190.0	-0.287
190.5	-0.784
191.0	-0.339
191.5	-0.549
192.0	-0.271
192.5	-0.283
193.0	-0.487
193.5	-0.588
194.0	-0.224
194.5	0.369
195.0	1.143
195.5	1.851
196.0	2.491
196.5	3.050
197.0	3.635
197.5	3.771
198.0	3.886
198.5	3.999
199.0	3.984
199.5	3.946
200.0	3.907
200.5	3.816
201.0	3.646
201.5	3.515
202.0	3.343
202.5	3.189
203.0	3.033
203.5	2.864
204.0	2.690
204.5	2.511
205.0	2.344
205.5	2.183
206.0	2.017
206.5	1.861
207.0	1.713
207.5	1.572
208.0	1.432
208.5	1.318
209.0	1.219
209.5	1.135
210.0	1.066
210.5	1.007
211.0	0.968
211.5	0.943
212.0	0.924
212.5	0.907
213.0	0.880
213.5	0.866
214.0	0.850
214.5	0.827
215.0	0.822
215.5	0.813
216.0	0.808
216.5	0.809
217.0	0.808
217.5	0.804
218.0	0.788
218.5	0.787
219.0	0.777
219.5	0.768
220.0	0.759
220.5	0.734
221.0	0.720
221.5	0.702
222.0	0.683
222.5	0.672
223.0	0.656
223.5	0.651
224.0	0.638
224.5	0.630
225.0	0.609
225.5	0.591
226.0	0.568
226.5	0.544
227.0	0.527
227.5	0.512
228.0	0.500
228.5	0.492
229.0	0.483
229.5	0.476
230.0	0.461
230.5	0.444
231.0	0.427
231.5	0.404
232.0	0.379
232.5	0.356
233.0	0.328
233.5	0.302
234.0	0.278
234.5	0.257
235.0	0.239
235.5	0.224
236.0	0.206
236.5	0.189
237.0	0.176
237.5	0.162
238.0	0.143
238.5	0.126
239.0	0.112
239.5	0.102
240.0	0.093
240.5	0.084
241.0	0.077
241.5	0.073
242.0	0.070
242.5	0.068
243.0	0.061
243.5	0.050
244.0	0.045
244.5	0.039
245.0	0.035
245.5	0.034
246.0	0.033
246.5	0.037
247.0	0.038
247.5	0.042
248.0	0.038
248.5	0.034
249.0	0.030
249.5	0.026
250.0	0.026
250.5	0.022
251.0	0.021
251.5	0.023
252.0	0.025
252.5	0.025
253.0	0.025
253.5	0.023
254.0	0.023
254.5	0.021
255.0	0.021
255.5	0.017
256.0	0.020
256.5	0.020
257.0	0.023
257.5	0.023
258.0	0.029
258.5	0.038
259.0	0.045
259.5	0.055
260.0	0.059
260.5	0.062
261.0	0.070
261.5	0.068
262.0	0.063
262.5	0.067
263.0	0.068
263.5	0.079
264.0	0.084
264.5	0.094
265.0	0.096
265.5	0.105
266.0	0.118
266.5	0.120
267.0	0.126
267.5	0.136
268.0	0.136
268.5	0.146
269.0	0.149
269.5	0.158
270.0	0.164
270.5	0.177
271.0	0.191
271.5	0.200
272.0	0.208
272.5	0.214
273.0	0.216
273.5	0.222
274.0	0.227
274.5	0.234
275.0	0.237
275.5	0.244
276.0	0.253
276.5	0.261
277.0	0.267
277.5	0.274
278.0	0.282
278.5	0.289
279.0	0.291
279.5	0.291
280.0	0.287
280.5	0.287
281.0	0.286
281.5	0.281
282.0	0.277
282.5	0.270
283.0	0.266
283.5	0.262
284.0	0.252
284.5	0.248
285.0	0.242
285.5	0.237
286.0	0.231
286.5	0.227
287.0	0.219
287.5	0.208
288.0	0.190
288.5	0.175
289.0	0.160
289.5	0.149
290.0	0.133
290.5	0.117
291.0	0.103
291.5	0.092
292.0	0.080
292.5	0.071
293.0	0.063
293.5	0.058
294.0	0.053
294.5	0.046
295.0	0.040
295.5	0.033
296.0	0.031
296.5	0.030
297.0	0.027
297.5	0.028
298.0	0.026
298.5	0.022
299.0	0.016
299.5	0.009
300.0	0.009
300.5	0.007
301.0	0.009
301.5	0.010
302.0	0.007
302.5	0.006
303.0	0.003
303.5	-0.001
304.0	-0.006
304.5	-0.012
305.0	-0.015
305.5	-0.016
306.0	-0.014
306.5	-0.013
307.0	-0.016
307.5	-0.018
308.0	-0.018
308.5	-0.018
309.0	-0.018
309.5	-0.017
310.0	-0.017
310.5	-0.011
311.0	-0.008
311.5	-0.009
312.0	-0.016
312.5	-0.016
313.0	-0.017
313.5	-0.014
314.0	-0.010
314.5	-0.010
315.0	-0.011
315.5	-0.007
316.0	-0.006
316.5	-0.005
317.0	-0.010
317.5	-0.012
318.0	-0.016
318.5	-0.015
319.0	-0.018
319.5	-0.024
320.0	-0.027
320.5	-0.025
321.0	-0.028
321.5	-0.027
322.0	-0.027
322.5	-0.028
323.0	-0.025
323.5	-0.020
