Sample 1
5/6/2022 2:22 PM
Wavelength (nm)	10mm Absorbance
322.0	-0.078
322.5	-0.075
323.0	-0.075
323.5	-0.079
324.0	-0.076
324.5	-0.073
325.0	-0.069
325.5	-0.066
326.0	-0.065
326.5	-0.064
327.0	-0.058
327.5	-0.052
328.0	-0.055
328.5	-0.056
329.0	-0.060
329.5	-0.068
330.0	-0.073
330.5	-0.077
331.0	-0.078
331.5	-0.082
332.0	-0.084
332.5	-0.082
333.0	-0.079
333.5	-0.071
334.0	-0.067
334.5	-0.065
335.0	-0.063
335.5	-0.063
336.0	-0.061
336.5	-0.063
337.0	-0.073
337.5	-0.076
338.0	-0.078
338.5	-0.074
339.0	-0.072
339.5	-0.068
340.0	-0.063
340.5	-0.057
341.0	-0.060
341.5	-0.061
342.0	-0.070
342.5	-0.071
343.0	-0.073
343.5	-0.077
344.0	-0.077
344.5	-0.073
345.0	-0.067
345.5	-0.061
346.0	-0.061
346.5	-0.057
347.0	-0.055
347.5	-0.053
348.0	-0.058
348.5	-0.065
349.0	-0.066
349.5	-0.067
350.0	-0.067
350.5	-0.064
351.0	-0.064
351.5	-0.066
352.0	-0.068
352.5	-0.071
353.0	-0.076
353.5	-0.075
354.0	-0.074
354.5	-0.069
355.0	-0.064
355.5	-0.056
356.0	-0.053
356.5	-0.054
357.0	-0.050
357.5	-0.050
358.0	-0.055
358.5	-0.057
359.0	-0.060
359.5	-0.059
360.0	-0.062
360.5	-0.059
361.0	-0.057
361.5	-0.053
362.0	-0.048
362.5	-0.051
363.0	-0.056
363.5	-0.060
364.0	-0.068
364.5	-0.071
365.0	-0.075
365.5	-0.074
366.0	-0.069
366.5	-0.061
367.0	-0.059
367.5	-0.060
368.0	-0.061
368.5	-0.060
369.0	-0.062
369.5	-0.058
370.0	-0.063
370.5	-0.064
371.0	-0.066
371.5	-0.068
372.0	-0.072
372.5	-0.069
373.0	-0.069
373.5	-0.067
374.0	-0.067
374.5	-0.065
375.0	-0.072
375.5	-0.072
376.0	-0.073
376.5	-0.073
377.0	-0.071
377.5	-0.067
378.0	-0.064
378.5	-0.065
379.0	-0.064
379.5	-0.061
380.0	-0.063
380.5	-0.062
381.0	-0.062
381.5	-0.061
382.0	-0.063
382.5	-0.067
383.0	-0.068
383.5	-0.070
384.0	-0.066
384.5	-0.062
385.0	-0.064
385.5	-0.061
386.0	-0.058
386.5	-0.058
387.0	-0.063
387.5	-0.069
388.0	-0.072
388.5	-0.073
389.0	-0.072
389.5	-0.072
390.0	-0.075
390.5	-0.071
391.0	-0.065
391.5	-0.061
392.0	-0.060
392.5	-0.057
393.0	-0.053
393.5	-0.051
394.0	-0.049
394.5	-0.050
395.0	-0.056
395.5	-0.059
396.0	-0.057
396.5	-0.059
397.0	-0.062
397.5	-0.061
398.0	-0.060
398.5	-0.059
399.0	-0.058
399.5	-0.060
400.0	-0.062
400.5	-0.063
401.0	-0.061
401.5	-0.060
402.0	-0.060
402.5	-0.055
403.0	-0.054
403.5	-0.049
404.0	-0.047
404.5	-0.050
405.0	-0.050
405.5	-0.052
406.0	-0.053
406.5	-0.057
407.0	-0.057
407.5	-0.054
408.0	-0.058
408.5	-0.062
409.0	-0.064
409.5	-0.065
410.0	-0.064
410.5	-0.067
411.0	-0.068
411.5	-0.067
412.0	-0.063
412.5	-0.062
413.0	-0.063
413.5	-0.064
414.0	-0.060
414.5	-0.057
415.0	-0.055
415.5	-0.057
416.0	-0.055
416.5	-0.056
417.0	-0.058
417.5	-0.057
418.0	-0.058
418.5	-0.055
419.0	-0.051
419.5	-0.047
420.0	-0.040
420.5	-0.035
421.0	-0.032
421.5	-0.032
422.0	-0.034
422.5	-0.038
423.0	-0.042
423.5	-0.043
424.0	-0.048
424.5	-0.051
425.0	-0.051
425.5	-0.053
426.0	-0.053
426.5	-0.054
427.0	-0.052
427.5	-0.054
428.0	-0.053
428.5	-0.053
429.0	-0.055
429.5	-0.059
430.0	-0.060
430.5	-0.062
431.0	-0.065
431.5	-0.065
432.0	-0.061
432.5	-0.060
433.0	-0.057
433.5	-0.054
434.0	-0.052
434.5	-0.050
435.0	-0.048
435.5	-0.049
436.0	-0.051
436.5	-0.051
437.0	-0.050
437.5	-0.054
438.0	-0.056
438.5	-0.058
439.0	-0.057
439.5	-0.053
440.0	-0.053
440.5	-0.050
441.0	-0.050
441.5	-0.049
442.0	-0.051
442.5	-0.052
443.0	-0.051
443.5	-0.053
444.0	-0.052
444.5	-0.049
445.0	-0.049
445.5	-0.047
446.0	-0.048
446.5	-0.047
447.0	-0.046
447.5	-0.042
448.0	-0.039
448.5	-0.039
449.0	-0.039
449.5	-0.041
450.0	-0.044
450.5	-0.047
451.0	-0.048
451.5	-0.051
452.0	-0.052
452.5	-0.053
453.0	-0.054
453.5	-0.055
454.0	-0.058
454.5	-0.062
455.0	-0.063
455.5	-0.064
456.0	-0.062
456.5	-0.063
457.0	-0.062
457.5	-0.062
458.0	-0.061
458.5	-0.060
459.0	-0.059
459.5	-0.058
460.0	-0.055
460.5	-0.054
461.0	-0.052
461.5	-0.052
462.0	-0.051
462.5	-0.051
463.0	-0.051
463.5	-0.050
464.0	-0.051
464.5	-0.052
465.0	-0.052
465.5	-0.055
466.0	-0.054
466.5	-0.053
467.0	-0.051
467.5	-0.050
468.0	-0.050
468.5	-0.048
469.0	-0.048
469.5	-0.046
470.0	-0.047
470.5	-0.053
471.0	-0.053
471.5	-0.054
472.0	-0.056
472.5	-0.058
473.0	-0.059
473.5	-0.057
474.0	-0.056
474.5	-0.056
475.0	-0.056
475.5	-0.059
476.0	-0.058
476.5	-0.057
477.0	-0.058
477.5	-0.060
478.0	-0.062
478.5	-0.062
479.0	-0.063
479.5	-0.062
480.0	-0.057
480.5	-0.058
481.0	-0.058
481.5	-0.054
482.0	-0.049
482.5	-0.046
483.0	-0.048
483.5	-0.046
484.0	-0.042
484.5	-0.040
485.0	-0.037
485.5	-0.041
486.0	-0.043
486.5	-0.041
487.0	-0.036
487.5	-0.037
488.0	-0.041
488.5	-0.046
489.0	-0.050
489.5	-0.053
490.0	-0.053
490.5	-0.056
491.0	-0.058
491.5	-0.055
492.0	-0.055
492.5	-0.058
493.0	-0.061
493.5	-0.065
494.0	-0.064
494.5	-0.064
495.0	-0.062
495.5	-0.060
496.0	-0.059
496.5	-0.058
497.0	-0.057
497.5	-0.059
498.0	-0.058
498.5	-0.058
499.0	-0.058
499.5	-0.059
500.0	-0.060
500.5	-0.061
501.0	-0.063
501.5	-0.063
502.0	-0.063
502.5	-0.064
503.0	-0.063
503.5	-0.060
504.0	-0.060
504.5	-0.056
505.0	-0.055
505.5	-0.054
506.0	-0.053
506.5	-0.053
507.0	-0.056
507.5	-0.056
508.0	-0.053
508.5	-0.054
509.0	-0.055
509.5	-0.053
510.0	-0.053
510.5	-0.053
511.0	-0.050
511.5	-0.051
512.0	-0.052
512.5	-0.049
513.0	-0.049
513.5	-0.053
514.0	-0.056
514.5	-0.061
515.0	-0.063
515.5	-0.063
516.0	-0.059
516.5	-0.057
517.0	-0.052
517.5	-0.047
518.0	-0.047
518.5	-0.044
519.0	-0.041
519.5	-0.046
520.0	-0.049
520.5	-0.051
521.0	-0.053
521.5	-0.059
522.0	-0.062
522.5	-0.066
523.0	-0.068
523.5	-0.066
524.0	-0.064
524.5	-0.066
525.0	-0.067
525.5	-0.065
526.0	-0.065
526.5	-0.064
527.0	-0.058
527.5	-0.051
528.0	-0.045
528.5	-0.041
529.0	-0.040
529.5	-0.040
530.0	-0.048
530.5	-0.054
531.0	-0.059
531.5	-0.060
532.0	-0.057
532.5	-0.056
533.0	-0.052
533.5	-0.054
534.0	-0.055
534.5	-0.056
535.0	-0.057
535.5	-0.058
536.0	-0.058
536.5	-0.055
537.0	-0.055
537.5	-0.061
538.0	-0.063
538.5	-0.069
539.0	-0.070
539.5	-0.065
540.0	-0.062
540.5	-0.056
541.0	-0.049
541.5	-0.042
542.0	-0.038
542.5	-0.040
543.0	-0.038
543.5	-0.040
544.0	-0.045
544.5	-0.050
545.0	-0.058
545.5	-0.063
546.0	-0.061
546.5	-0.059
547.0	-0.055
547.5	-0.049
548.0	-0.042
548.5	-0.043
549.0	-0.049
549.5	-0.056
550.0	-0.064
550.5	-0.071
551.0	-0.068
551.5	-0.066
552.0	-0.065
552.5	-0.062
553.0	-0.060
553.5	-0.060
554.0	-0.062
554.5	-0.065
555.0	-0.065
555.5	-0.067
556.0	-0.063
556.5	-0.059
557.0	-0.062
557.5	-0.061
558.0	-0.059
558.5	-0.058
559.0	-0.056
559.5	-0.055
560.0	-0.055
560.5	-0.057
561.0	-0.055
561.5	-0.053
562.0	-0.054
562.5	-0.056
563.0	-0.056
563.5	-0.060
564.0	-0.062
564.5	-0.065
565.0	-0.064
565.5	-0.061
566.0	-0.055
566.5	-0.050
567.0	-0.046
567.5	-0.046
568.0	-0.044
568.5	-0.047
569.0	-0.049
569.5	-0.051
570.0	-0.050
570.5	-0.050
571.0	-0.048
571.5	-0.048
572.0	-0.048
572.5	-0.052
573.0	-0.052
573.5	-0.054
574.0	-0.054
574.5	-0.053
575.0	-0.052
575.5	-0.053
576.0	-0.050
576.5	-0.051
577.0	-0.052
577.5	-0.055
578.0	-0.052
578.5	-0.051
579.0	-0.053
579.5	-0.052
580.0	-0.052
580.5	-0.059
581.0	-0.060
581.5	-0.062
582.0	-0.059
582.5	-0.057
583.0	-0.051
583.5	-0.048
584.0	-0.051
584.5	-0.050
585.0	-0.051
585.5	-0.054
586.0	-0.055
586.5	-0.055
587.0	-0.054
587.5	-0.054
588.0	-0.054
588.5	-0.054
589.0	-0.055
589.5	-0.053
590.0	-0.054
590.5	-0.052
591.0	-0.051
591.5	-0.050
592.0	-0.050
592.5	-0.054
593.0	-0.057
593.5	-0.061
594.0	-0.063
594.5	-0.062
595.0	-0.058
595.5	-0.050
596.0	-0.041
596.5	-0.032
597.0	-0.025
597.5	-0.023
598.0	-0.027
598.5	-0.036
599.0	-0.045
599.5	-0.051
600.0	-0.053
600.5	-0.054
601.0	-0.055
601.5	-0.055
602.0	-0.052
602.5	-0.051
603.0	-0.052
603.5	-0.052
604.0	-0.049
604.5	-0.044
605.0	-0.039
605.5	-0.039
606.0	-0.044
606.5	-0.049
607.0	-0.054
607.5	-0.056
608.0	-0.056
608.5	-0.053
609.0	-0.051
609.5	-0.043
610.0	-0.044
610.5	-0.047
611.0	-0.053
611.5	-0.052
612.0	-0.058
612.5	-0.059
613.0	-0.062
613.5	-0.066
614.0	-0.066
614.5	-0.061
615.0	-0.058
615.5	-0.055
616.0	-0.054
616.5	-0.048
617.0	-0.047
617.5	-0.047
618.0	-0.050
618.5	-0.054
619.0	-0.054
619.5	-0.055
620.0	-0.049
620.5	-0.051
621.0	-0.051
621.5	-0.049
622.0	-0.047
622.5	-0.053
623.0	-0.054
623.5	-0.055
624.0	-0.053
624.5	-0.051
625.0	-0.048
625.5	-0.050
626.0	-0.051
626.5	-0.046
627.0	-0.043
627.5	-0.043
628.0	-0.046
628.5	-0.050
629.0	-0.053
629.5	-0.056
630.0	-0.058
630.5	-0.065
631.0	-0.068
631.5	-0.063
632.0	-0.057
632.5	-0.053
633.0	-0.054
633.5	-0.053
634.0	-0.052
634.5	-0.051
635.0	-0.051
635.5	-0.057
636.0	-0.058
636.5	-0.057
637.0	-0.053
637.5	-0.058
638.0	-0.061
638.5	-0.063
639.0	-0.061
639.5	-0.064
640.0	-0.060
640.5	-0.057
641.0	-0.051
641.5	-0.051
642.0	-0.056
642.5	-0.067
643.0	-0.076
643.5	-0.081
644.0	-0.075
644.5	-0.069
645.0	-0.061
645.5	-0.054
646.0	-0.054
646.5	-0.055
647.0	-0.056
647.5	-0.061
648.0	-0.059
648.5	-0.056
649.0	-0.053
649.5	-0.048
650.0	-0.050
650.5	-0.055
651.0	-0.058
651.5	-0.059
652.0	-0.066
652.5	-0.071
653.0	-0.064
653.5	-0.062
654.0	-0.064
654.5	-0.063
655.0	-0.064
655.5	-0.063
656.0	-0.058
656.5	-0.056
657.0	-0.063
657.5	-0.063
658.0	-0.059
658.5	-0.056
659.0	-0.056
659.5	-0.057
660.0	-0.055
660.5	-0.052
661.0	-0.048
661.5	-0.046
662.0	-0.047
662.5	-0.049
663.0	-0.050
663.5	-0.056
664.0	-0.060
664.5	-0.064
665.0	-0.064
665.5	-0.064
666.0	-0.063
666.5	-0.062
667.0	-0.052
667.5	-0.050
668.0	-0.047
668.5	-0.045
669.0	-0.042
669.5	-0.038
670.0	-0.035
670.5	-0.036
671.0	-0.040
671.5	-0.047
672.0	-0.048
672.5	-0.049
673.0	-0.053
673.5	-0.055
674.0	-0.056
674.5	-0.057
675.0	-0.055
675.5	-0.054
676.0	-0.053
676.5	-0.054
677.0	-0.055
677.5	-0.050
678.0	-0.054
678.5	-0.057
679.0	-0.056
679.5	-0.058
680.0	-0.055
680.5	-0.050
681.0	-0.051
681.5	-0.051
682.0	-0.053
682.5	-0.054
683.0	-0.061
683.5	-0.065
684.0	-0.066
684.5	-0.067
685.0	-0.066
685.5	-0.063
686.0	-0.066
686.5	-0.065
687.0	-0.058
687.5	-0.054
688.0	-0.056
688.5	-0.055
689.0	-0.052
689.5	-0.048
690.0	-0.041
690.5	-0.042
691.0	-0.043
691.5	-0.045
692.0	-0.043
692.5	-0.050
693.0	-0.061
693.5	-0.067
694.0	-0.076
694.5	-0.075
695.0	-0.073
695.5	-0.075
696.0	-0.076
696.5	-0.075
697.0	-0.070
697.5	-0.064
698.0	-0.058
698.5	-0.050
699.0	-0.043
699.5	-0.033
700.0	-0.029
700.5	-0.027
701.0	-0.030
701.5	-0.042
702.0	-0.051
702.5	-0.057
703.0	-0.061
703.5	-0.063
704.0	-0.069
704.5	-0.072
705.0	-0.062
705.5	-0.057
706.0	-0.054
706.5	-0.054
707.0	-0.057
707.5	-0.053
708.0	-0.048
708.5	-0.046
709.0	-0.054
709.5	-0.052
710.0	-0.037
710.5	-0.030
711.0	-0.024
711.5	-0.022
712.0	-0.027
712.5	-0.032
713.0	-0.032
713.5	-0.035
714.0	-0.045
714.5	-0.046
715.0	-0.047
715.5	-0.051
716.0	-0.053
716.5	-0.062
717.0	-0.066
717.5	-0.062
718.0	-0.051
718.5	-0.049
719.0	-0.046
719.5	-0.041
720.0	-0.047
720.5	-0.051
721.0	-0.051
721.5	-0.053
722.0	-0.052
722.5	-0.048
723.0	-0.042
723.5	-0.048
724.0	-0.047
724.5	-0.044
725.0	-0.050
725.5	-0.052
726.0	-0.051
726.5	-0.045
727.0	-0.043
727.5	-0.042
728.0	-0.036
728.5	-0.041
729.0	-0.043
729.5	-0.042
730.0	-0.047
730.5	-0.048
731.0	-0.046
731.5	-0.043
732.0	-0.044
732.5	-0.039
733.0	-0.037
733.5	-0.041
734.0	-0.047
734.5	-0.049
735.0	-0.052
735.5	-0.051
736.0	-0.051
736.5	-0.053
737.0	-0.051
737.5	-0.040
738.0	-0.038
738.5	-0.037
739.0	-0.038
739.5	-0.029
740.0	-0.028
740.5	-0.031
741.0	-0.036
741.5	-0.042
742.0	-0.049
742.5	-0.055
743.0	-0.065
743.5	-0.067
744.0	-0.069
744.5	-0.064
745.0	-0.068
745.5	-0.071
746.0	-0.069
746.5	-0.067
747.0	-0.068
747.5	-0.068
748.0	-0.067
748.5	-0.058
749.0	-0.052
749.5	-0.052
750.0	-0.055
750.5	-0.052
751.0	-0.047
751.5	-0.046
752.0	-0.045
752.5	-0.041
753.0	-0.036
753.5	-0.031
754.0	-0.037
754.5	-0.042
755.0	-0.047
755.5	-0.055
756.0	-0.061
756.5	-0.067
757.0	-0.068
757.5	-0.063
758.0	-0.060
758.5	-0.054
759.0	-0.052
759.5	-0.044
760.0	-0.042
760.5	-0.041
761.0	-0.040
761.5	-0.040
762.0	-0.033
762.5	-0.030
763.0	-0.024
763.5	-0.020
764.0	-0.022
764.5	-0.021
765.0	-0.028
765.5	-0.039
766.0	-0.052
766.5	-0.059
767.0	-0.058
767.5	-0.055
768.0	-0.051
768.5	-0.054
769.0	-0.057
769.5	-0.052
770.0	-0.049
770.5	-0.057
771.0	-0.057
771.5	-0.059
772.0	-0.056
772.5	-0.057
773.0	-0.066
773.5	-0.072
774.0	-0.081
774.5	-0.074
775.0	-0.076
775.5	-0.079
776.0	-0.081
776.5	-0.080
777.0	-0.075
777.5	-0.075
778.0	-0.077
778.5	-0.078
779.0	-0.085
779.5	-0.080
780.0	-0.090
780.5	-0.084
781.0	-0.079
781.5	-0.066
782.0	-0.048
782.5	-0.041
783.0	-0.037
783.5	-0.040
784.0	-0.050
784.5	-0.052
785.0	-0.064
785.5	-0.067
786.0	-0.072
786.5	-0.074
787.0	-0.071
787.5	-0.068
788.0	-0.060
788.5	-0.042
789.0	-0.038
789.5	-0.027
790.0	-0.030
790.5	-0.046
791.0	-0.053
791.5	-0.058
792.0	-0.074
792.5	-0.084
793.0	-0.090
793.5	-0.085
794.0	-0.079
794.5	-0.072
795.0	-0.072
795.5	-0.074
796.0	-0.062
796.5	-0.048
797.0	-0.045
797.5	-0.042
798.0	-0.039
798.5	-0.030
799.0	-0.020
799.5	-0.022
800.0	-0.032
800.5	-0.040
801.0	-0.049
801.5	-0.054
802.0	-0.067
802.5	-0.064
803.0	-0.060
803.5	-0.045
804.0	-0.033
804.5	-0.024
805.0	-0.022
805.5	-0.022
806.0	-0.032
806.5	-0.042
807.0	-0.055
807.5	-0.056
808.0	-0.058
808.5	-0.062
809.0	-0.071
809.5	-0.084
810.0	-0.087
810.5	-0.084
811.0	-0.079
811.5	-0.067
812.0	-0.054
812.5	-0.041
813.0	-0.038
813.5	-0.051
814.0	-0.060
814.5	-0.066
815.0	-0.063
815.5	-0.067
816.0	-0.067
816.5	-0.067
817.0	-0.067
817.5	-0.071
818.0	-0.076
818.5	-0.074
819.0	-0.074
819.5	-0.071
820.0	-0.062
820.5	-0.053
821.0	-0.038
821.5	-0.021
822.0	-0.007
822.5	0.001
823.0	0.011
823.5	0.013
824.0	0.005
824.5	-0.002
825.0	-0.009
825.5	-0.013
826.0	-0.013
826.5	-0.013
827.0	-0.013
827.5	-0.016
828.0	-0.014
828.5	-0.021
829.0	-0.026
829.5	-0.035
830.0	-0.040
830.5	-0.041
831.0	-0.046
831.5	-0.050
832.0	-0.050
832.5	-0.049
833.0	-0.042
833.5	-0.042
834.0	-0.030
834.5	-0.029
835.0	-0.023
835.5	-0.020
836.0	-0.025
836.5	-0.032
837.0	-0.033
837.5	-0.037
838.0	-0.041
838.5	-0.051
839.0	-0.051
839.5	-0.064
840.0	-0.058
840.5	-0.056
841.0	-0.048
841.5	-0.032
842.0	-0.025
842.5	-0.031
843.0	-0.036
843.5	-0.044
844.0	-0.057
844.5	-0.061
845.0	-0.061
845.5	-0.062
846.0	-0.060
846.5	-0.056
847.0	-0.065
847.5	-0.066
848.0	-0.072
848.5	-0.070
849.0	-0.085
849.5	-0.080
850.0	-0.099


Sample 2
5/6/2022 2:22 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.17333	
//WLCalib: 261S 	-0.08000	
//WLCalib: 362S 	-0.30000	
//WLCalib: 484S 	0.09000	
//WLCalib: 529S 	0.09000	
//WLCalib: 823S 	-0.38000	
//QSpecEnd: 
190.0	-0.346
190.5	-0.277
191.0	-0.182
191.5	-0.084
192.0	-0.038
192.5	0.028
193.0	-0.089
193.5	-0.024
194.0	0.119
194.5	0.217
195.0	0.191
195.5	0.173
196.0	0.195
196.5	0.237
197.0	0.078
197.5	0.025
198.0	-0.044
198.5	-0.040
199.0	-0.063
199.5	-0.050
200.0	-0.071
200.5	-0.088
201.0	-0.094
201.5	-0.080
202.0	-0.087
202.5	-0.070
203.0	-0.061
203.5	-0.065
204.0	-0.055
204.5	-0.055
205.0	-0.056
205.5	-0.062
206.0	-0.059
206.5	-0.043
207.0	-0.043
207.5	-0.030
208.0	-0.043
208.5	-0.040
209.0	-0.045
209.5	-0.054
210.0	-0.055
210.5	-0.052
211.0	-0.041
211.5	-0.038
212.0	-0.039
212.5	-0.029
213.0	-0.036
213.5	-0.036
214.0	-0.035
214.5	-0.039
215.0	-0.027
215.5	-0.028
216.0	-0.031
216.5	-0.038
217.0	-0.037
217.5	-0.036
218.0	-0.040
218.5	-0.044
219.0	-0.048
219.5	-0.036
220.0	-0.032
220.5	-0.031
221.0	-0.029
221.5	-0.028
222.0	-0.033
222.5	-0.033
223.0	-0.043
223.5	-0.043
224.0	-0.042
224.5	-0.028
225.0	-0.027
225.5	-0.017
226.0	-0.017
226.5	-0.019
227.0	-0.021
227.5	-0.020
228.0	-0.016
228.5	-0.011
229.0	-0.009
229.5	-0.007
230.0	-0.009
230.5	-0.008
231.0	-0.010
231.5	-0.013
232.0	-0.014
232.5	-0.015
233.0	-0.017
233.5	-0.021
234.0	-0.021
234.5	-0.026
235.0	-0.029
235.5	-0.031
236.0	-0.032
236.5	-0.030
237.0	-0.028
237.5	-0.024
238.0	-0.022
238.5	-0.019
239.0	-0.014
239.5	-0.017
240.0	-0.017
240.5	-0.017
241.0	-0.018
241.5	-0.017
242.0	-0.015
242.5	-0.014
243.0	-0.014
243.5	-0.016
244.0	-0.019
244.5	-0.022
245.0	-0.021
245.5	-0.019
246.0	-0.016
246.5	-0.010
247.0	-0.006
247.5	-0.005
248.0	-0.002
248.5	-0.003
249.0	-0.010
249.5	-0.013
250.0	-0.015
250.5	-0.015
251.0	-0.016
251.5	-0.013
252.0	-0.014
252.5	-0.018
253.0	-0.018
253.5	-0.022
254.0	-0.024
254.5	-0.023
255.0	-0.024
255.5	-0.020
256.0	-0.016
256.5	-0.014
257.0	-0.016
257.5	-0.020
258.0	-0.020
258.5	-0.018
259.0	-0.014
259.5	-0.010
260.0	-0.009
260.5	-0.006
261.0	-0.005
261.5	-0.009
262.0	-0.012
262.5	-0.016
263.0	-0.018
263.5	-0.022
264.0	-0.026
264.5	-0.026
265.0	-0.027
265.5	-0.023
266.0	-0.020
266.5	-0.015
267.0	-0.009
267.5	-0.005
268.0	-0.003
268.5	-0.005
269.0	-0.006
269.5	-0.008
270.0	-0.011
270.5	-0.014
271.0	-0.016
271.5	-0.015
272.0	-0.012
272.5	-0.011
273.0	-0.006
273.5	-0.003
274.0	-0.006
274.5	-0.008
275.0	-0.014
275.5	-0.017
276.0	-0.019
276.5	-0.019
277.0	-0.021
277.5	-0.018
278.0	-0.015
278.5	-0.016
279.0	-0.017
279.5	-0.019
280.0	-0.016
280.5	-0.012
281.0	-0.014
281.5	-0.013
282.0	-0.017
282.5	-0.015
283.0	-0.017
283.5	-0.021
284.0	-0.020
284.5	-0.017
285.0	-0.008
285.5	-0.003
286.0	-0.006
286.5	-0.010
287.0	-0.014
