Sample 1
5/10/2022 11:45 AM
Wavelength (nm)	10mm Absorbance
333.0	-3.877
333.5	-3.868
334.0	-3.865
334.5	-3.869
335.0	-3.867
335.5	-3.866
336.0	-3.866
336.5	-3.868
337.0	-3.871
337.5	-3.873
338.0	-3.871
338.5	-3.867
339.0	-3.863
339.5	-3.867
340.0	-3.867
340.5	-3.866
341.0	-3.865
341.5	-3.862
342.0	-3.859
342.5	-3.860
343.0	-3.860
343.5	-3.862
344.0	-3.863
344.5	-3.871
345.0	-3.869
345.5	-3.867
346.0	-3.869
346.5	-3.868
347.0	-3.867
347.5	-3.871
348.0	-3.870
348.5	-3.870
349.0	-3.872
349.5	-3.870
350.0	-3.863
350.5	-3.862
351.0	-3.863
351.5	-3.864
352.0	-3.867
352.5	-3.871
353.0	-3.866
353.5	-3.867
354.0	-3.870
354.5	-3.870
355.0	-3.867
355.5	-3.867
356.0	-3.868
356.5	-3.869
357.0	-3.872
357.5	-3.870
358.0	-3.867
358.5	-3.871
359.0	-3.878
359.5	-3.884
360.0	-3.882
360.5	-3.880
361.0	-3.872
361.5	-3.858
362.0	-3.850
362.5	-3.845
363.0	-3.840
363.5	-3.839
364.0	-3.845
364.5	-3.854
365.0	-3.864
365.5	-3.876
366.0	-3.881
366.5	-3.881
367.0	-3.884
367.5	-3.886
368.0	-3.877
368.5	-3.867
369.0	-3.859
369.5	-3.852
370.0	-3.852
370.5	-3.851
371.0	-3.850
371.5	-3.849
372.0	-3.853
372.5	-3.858
373.0	-3.860
373.5	-3.858
374.0	-3.861
374.5	-3.865
375.0	-3.870
375.5	-3.876
376.0	-3.879
376.5	-3.878
377.0	-3.880
377.5	-3.876
378.0	-3.874
378.5	-3.869
379.0	-3.867
379.5	-3.865
380.0	-3.870
380.5	-3.875
381.0	-3.874
381.5	-3.874
382.0	-3.879
382.5	-3.881
383.0	-3.884
383.5	-3.885
384.0	-3.879
384.5	-3.875
385.0	-3.873
385.5	-3.870
386.0	-3.864
386.5	-3.862
387.0	-3.865
387.5	-3.863
388.0	-3.864
388.5	-3.860
389.0	-3.855
389.5	-3.855
390.0	-3.852
390.5	-3.854
391.0	-3.852
391.5	-3.855
392.0	-3.857
392.5	-3.859
393.0	-3.859
393.5	-3.854
394.0	-3.851
394.5	-3.854
395.0	-3.852
395.5	-3.851
396.0	-3.849
396.5	-3.849
397.0	-3.847
397.5	-3.844
398.0	-3.844
398.5	-3.842
399.0	-3.843
399.5	-3.845
400.0	-3.848
400.5	-3.854
401.0	-3.857
401.5	-3.858
402.0	-3.856
402.5	-3.856
403.0	-3.858
403.5	-3.856
404.0	-3.853
404.5	-3.851
405.0	-3.850
405.5	-3.852
406.0	-3.853
406.5	-3.854
407.0	-3.854
407.5	-3.858
408.0	-3.859
408.5	-3.862
409.0	-3.865
409.5	-3.864
410.0	-3.865
410.5	-3.864
411.0	-3.863
411.5	-3.860
412.0	-3.860
412.5	-3.867
413.0	-3.870
413.5	-3.875
414.0	-3.878
414.5	-3.881
415.0	-3.886
415.5	-3.883
416.0	-3.876
416.5	-3.870
417.0	-3.865
417.5	-3.864
418.0	-3.862
418.5	-3.860
419.0	-3.857
419.5	-3.855
420.0	-3.853
420.5	-3.849
421.0	-3.848
421.5	-3.844
422.0	-3.843
422.5	-3.845
423.0	-3.851
423.5	-3.854
424.0	-3.854
424.5	-3.851
425.0	-3.848
425.5	-3.847
426.0	-3.845
426.5	-3.842
427.0	-3.846
427.5	-3.850
428.0	-3.858
428.5	-3.868
429.0	-3.873
429.5	-3.875
430.0	-3.875
430.5	-3.872
431.0	-3.870
431.5	-3.869
432.0	-3.871
432.5	-3.868
433.0	-3.864
433.5	-3.864
434.0	-3.863
434.5	-3.863
435.0	-3.862
435.5	-3.863
436.0	-3.872
436.5	-3.878
437.0	-3.882
437.5	-3.882
438.0	-3.878
438.5	-3.877
439.0	-3.871
439.5	-3.865
440.0	-3.861
440.5	-3.861
441.0	-3.864
441.5	-3.865
442.0	-3.866
442.5	-3.867
443.0	-3.869
443.5	-3.872
444.0	-3.872
444.5	-3.871
445.0	-3.872
445.5	-3.874
446.0	-3.872
446.5	-3.874
447.0	-3.871
447.5	-3.871
448.0	-3.869
448.5	-3.871
449.0	-3.874
449.5	-3.875
450.0	-3.879
450.5	-3.880
451.0	-3.877
451.5	-3.879
452.0	-3.877
452.5	-3.878
453.0	-3.878
453.5	-3.878
454.0	-3.882
454.5	-3.886
455.0	-3.890
455.5	-3.890
456.0	-3.886
456.5	-3.885
457.0	-3.882
457.5	-3.880
458.0	-3.878
458.5	-3.874
459.0	-3.877
459.5	-3.881
460.0	-3.884
460.5	-3.888
461.0	-3.891
461.5	-3.889
462.0	-3.886
462.5	-3.879
463.0	-3.877
463.5	-3.874
464.0	-3.873
464.5	-3.876
465.0	-3.877
465.5	-3.879
466.0	-3.884
466.5	-3.884
467.0	-3.883
467.5	-3.888
468.0	-3.889
468.5	-3.891
469.0	-3.896
469.5	-3.898
470.0	-3.900
470.5	-3.900
471.0	-3.909
471.5	-3.907
472.0	-3.903
472.5	-3.901
473.0	-3.893
473.5	-3.889
474.0	-3.890
474.5	-3.888
475.0	-3.894
475.5	-3.895
476.0	-3.898
476.5	-3.897
477.0	-3.895
477.5	-3.892
478.0	-3.890
478.5	-3.889
479.0	-3.893
479.5	-3.896
480.0	-3.901
480.5	-3.902
481.0	-3.907
481.5	-3.911
482.0	-3.909
482.5	-3.907
483.0	-3.906
483.5	-3.902
484.0	-3.897
484.5	-3.896
485.0	-3.890
485.5	-3.887
486.0	-3.887
486.5	-3.886
487.0	-3.885
487.5	-3.889
488.0	-3.893
488.5	-3.893
489.0	-3.894
489.5	-3.898
490.0	-3.895
490.5	-3.895
491.0	-3.896
491.5	-3.897
492.0	-3.899
492.5	-3.902
493.0	-3.897
493.5	-3.891
494.0	-3.886
494.5	-3.881
495.0	-3.880
495.5	-3.885
496.0	-3.889
496.5	-3.898
497.0	-3.905
497.5	-3.909
498.0	-3.911
498.5	-3.913
499.0	-3.910
499.5	-3.911
500.0	-3.914
500.5	-3.915
501.0	-3.916
501.5	-3.917
502.0	-3.918
502.5	-3.912
503.0	-3.914
503.5	-3.912
504.0	-3.909
504.5	-3.915
505.0	-3.917
505.5	-3.917
506.0	-3.918
506.5	-3.916
507.0	-3.914
507.5	-3.910
508.0	-3.912
508.5	-3.913
509.0	-3.912
509.5	-3.911
510.0	-3.911
510.5	-3.912
511.0	-3.913
511.5	-3.910
512.0	-3.911
512.5	-3.913
513.0	-3.916
513.5	-3.918
514.0	-3.916
514.5	-3.912
515.0	-3.910
515.5	-3.907
516.0	-3.899
516.5	-3.895
517.0	-3.891
517.5	-3.887
518.0	-3.889
518.5	-3.893
519.0	-3.902
519.5	-3.908
520.0	-3.909
520.5	-3.914
521.0	-3.910
521.5	-3.907
522.0	-3.898
522.5	-3.893
523.0	-3.895
523.5	-3.899
524.0	-3.905
524.5	-3.909
525.0	-3.915
525.5	-3.915
526.0	-3.909
526.5	-3.903
527.0	-3.900
527.5	-3.898
528.0	-3.900
528.5	-3.903
529.0	-3.909
529.5	-3.916
530.0	-3.920
530.5	-3.916
531.0	-3.913
531.5	-3.913
532.0	-3.911
532.5	-3.909
533.0	-3.907
533.5	-3.902
534.0	-3.902
534.5	-3.896
535.0	-3.892
535.5	-3.889
536.0	-3.889
536.5	-3.892
537.0	-3.894
537.5	-3.898
538.0	-3.901
538.5	-3.904
539.0	-3.906
539.5	-3.906
540.0	-3.913
540.5	-3.922
541.0	-3.929
541.5	-3.934
542.0	-3.932
542.5	-3.924
543.0	-3.909
543.5	-3.895
544.0	-3.885
544.5	-3.880
545.0	-3.883
545.5	-3.888
546.0	-3.897
546.5	-3.904
547.0	-3.910
547.5	-3.916
548.0	-3.918
548.5	-3.921
549.0	-3.927
549.5	-3.934
550.0	-3.937
550.5	-3.934
551.0	-3.941
551.5	-3.941
552.0	-3.947
552.5	-3.953
553.0	-3.953
553.5	-3.943
554.0	-3.938
554.5	-3.932
555.0	-3.924
555.5	-3.912
556.0	-3.914
556.5	-3.917
557.0	-3.925
557.5	-3.931
558.0	-3.931
558.5	-3.930
559.0	-3.932
559.5	-3.932
560.0	-3.931
560.5	-3.930
561.0	-3.929
561.5	-3.931
562.0	-3.927
562.5	-3.924
563.0	-3.924
563.5	-3.929
564.0	-3.929
564.5	-3.931
565.0	-3.934
565.5	-3.935
566.0	-3.933
566.5	-3.933
567.0	-3.929
567.5	-3.927
568.0	-3.926
568.5	-3.918
569.0	-3.911
569.5	-3.908
570.0	-3.908
570.5	-3.912
571.0	-3.916
571.5	-3.928
572.0	-3.938
572.5	-3.941
573.0	-3.941
573.5	-3.933
574.0	-3.927
574.5	-3.918
575.0	-3.913
575.5	-3.911
576.0	-3.912
576.5	-3.919
577.0	-3.929
577.5	-3.938
578.0	-3.945
578.5	-3.955
579.0	-3.962
579.5	-3.961
580.0	-3.955
580.5	-3.952
581.0	-3.949
581.5	-3.945
582.0	-3.947
582.5	-3.947
583.0	-3.948
583.5	-3.943
584.0	-3.933
584.5	-3.924
585.0	-3.914
585.5	-3.913
586.0	-3.917
586.5	-3.920
587.0	-3.931
587.5	-3.936
588.0	-3.944
588.5	-3.945
589.0	-3.943
589.5	-3.941
590.0	-3.933
590.5	-3.929
591.0	-3.924
591.5	-3.916
592.0	-3.915
592.5	-3.915
593.0	-3.921
593.5	-3.932
594.0	-3.941
594.5	-3.945
595.0	-3.956
595.5	-3.962
596.0	-3.959
596.5	-3.956
597.0	-3.950
597.5	-3.937
598.0	-3.919
598.5	-3.904
599.0	-3.895
599.5	-3.891
600.0	-3.902
600.5	-3.909
601.0	-3.918
601.5	-3.930
602.0	-3.933
602.5	-3.933
603.0	-3.933
603.5	-3.935
604.0	-3.938
604.5	-3.944
605.0	-3.955
605.5	-3.965
606.0	-3.975
606.5	-3.979
607.0	-3.973
607.5	-3.967
608.0	-3.963
608.5	-3.955
609.0	-3.946
609.5	-3.941
610.0	-3.941
610.5	-3.939
611.0	-3.939
611.5	-3.939
612.0	-3.941
612.5	-3.942
613.0	-3.943
613.5	-3.939
614.0	-3.935
614.5	-3.933
615.0	-3.928
615.5	-3.920
616.0	-3.918
616.5	-3.922
617.0	-3.927
617.5	-3.936
618.0	-3.950
618.5	-3.963
619.0	-3.970
619.5	-3.970
620.0	-3.964
620.5	-3.959
621.0	-3.957
621.5	-3.950
622.0	-3.946
622.5	-3.949
623.0	-3.959
623.5	-3.968
624.0	-3.968
624.5	-3.959
625.0	-3.960
625.5	-3.966
626.0	-3.970
626.5	-3.964
627.0	-3.959
627.5	-3.965
628.0	-3.960
628.5	-3.958
629.0	-3.956
629.5	-3.956
630.0	-3.964
630.5	-3.967
631.0	-3.969
631.5	-3.955
632.0	-3.949
632.5	-3.953
633.0	-3.956
633.5	-3.960
634.0	-3.968
634.5	-3.973
635.0	-3.972
635.5	-3.970
636.0	-3.957
636.5	-3.946
637.0	-3.943
637.5	-3.954
638.0	-3.968
638.5	-3.971
639.0	-3.975
639.5	-3.981
640.0	-3.984
640.5	-3.980
641.0	-3.974
641.5	-3.977
642.0	-3.983
642.5	-3.993
643.0	-3.995
643.5	-3.987
644.0	-3.977
644.5	-3.976
645.0	-3.971
645.5	-3.955
646.0	-3.946
646.5	-3.939
647.0	-3.941
647.5	-3.940
648.0	-3.943
648.5	-3.942
649.0	-3.936
649.5	-3.942
650.0	-3.947
650.5	-3.946
651.0	-3.948
651.5	-3.960
652.0	-3.967
652.5	-3.980
653.0	-3.990
653.5	-3.992
654.0	-3.984
654.5	-3.979
655.0	-3.971
655.5	-3.953
656.0	-3.940
656.5	-3.933
657.0	-3.926
657.5	-3.929
658.0	-3.929
658.5	-3.927
659.0	-3.934
659.5	-3.947
660.0	-3.964
660.5	-3.968
661.0	-3.962
661.5	-3.955
662.0	-3.951
662.5	-3.952
663.0	-3.951
663.5	-3.957
664.0	-3.976
664.5	-3.991
665.0	-4.016
665.5	-4.020
666.0	-4.009
666.5	-3.985
667.0	-3.965
667.5	-3.955
668.0	-3.947
668.5	-3.936
669.0	-3.940
669.5	-3.941
670.0	-3.950
670.5	-3.965
671.0	-3.969
671.5	-3.966
672.0	-3.967
672.5	-3.968
673.0	-3.968
673.5	-3.957
674.0	-3.957
674.5	-3.955
675.0	-3.956
675.5	-3.961
676.0	-3.965
676.5	-3.970
677.0	-3.976
677.5	-3.976
678.0	-3.977
678.5	-3.979
679.0	-3.981
679.5	-3.985
680.0	-3.979
680.5	-3.971
681.0	-3.964
681.5	-3.965
682.0	-3.962
682.5	-3.961
683.0	-3.959
683.5	-3.963
684.0	-3.969
684.5	-3.975
685.0	-3.975
685.5	-3.982
686.0	-3.983
686.5	-3.988
687.0	-3.987
687.5	-3.987
688.0	-3.983
688.5	-3.971
689.0	-3.962
689.5	-3.958
690.0	-3.961
690.5	-3.971
691.0	-3.975
691.5	-3.979
692.0	-3.987
692.5	-3.996
693.0	-4.005
693.5	-4.003
694.0	-4.006
694.5	-4.019
695.0	-4.030
695.5	-4.034
696.0	-4.029
696.5	-4.028
697.0	-4.025
697.5	-4.023
698.0	-4.016
698.5	-4.007
699.0	-4.000
699.5	-3.996
700.0	-3.986
700.5	-3.971
701.0	-3.962
701.5	-3.959
702.0	-3.960
702.5	-3.965
703.0	-3.973
703.5	-3.979
704.0	-3.983
704.5	-3.977
705.0	-3.968
705.5	-3.956
706.0	-3.953
706.5	-3.951
707.0	-3.957
707.5	-3.964
708.0	-3.975
708.5	-3.973
709.0	-3.976
709.5	-3.977
710.0	-3.986
710.5	-3.992
711.0	-4.000
711.5	-4.007
712.0	-4.018
712.5	-4.032
713.0	-4.039
713.5	-4.036
714.0	-4.036
714.5	-4.023
715.0	-4.017
715.5	-4.000
716.0	-3.988
716.5	-3.986
717.0	-3.992
717.5	-4.004
718.0	-4.005
718.5	-3.997
719.0	-3.980
719.5	-3.951
720.0	-3.938
720.5	-3.922
721.0	-3.919
721.5	-3.924
722.0	-3.935
722.5	-3.950
723.0	-3.965
723.5	-3.976
724.0	-3.985
724.5	-3.989
725.0	-3.991
725.5	-3.997
726.0	-3.999
726.5	-4.000
727.0	-3.991
727.5	-3.989
728.0	-3.990
728.5	-3.990
729.0	-3.987
729.5	-3.984
730.0	-3.978
730.5	-3.983
731.0	-3.989
731.5	-3.989
732.0	-3.988
732.5	-3.994
733.0	-3.996
733.5	-3.999
734.0	-4.004
734.5	-4.016
735.0	-4.023
735.5	-4.034
736.0	-4.044
736.5	-4.051
737.0	-4.056
737.5	-4.058
738.0	-4.038
738.5	-4.019
739.0	-3.998
739.5	-3.980
740.0	-3.972
740.5	-3.965
741.0	-3.964
741.5	-3.964
742.0	-3.968
742.5	-3.978
743.0	-3.971
743.5	-3.967
744.0	-3.962
744.5	-3.963
745.0	-3.976
745.5	-3.977
746.0	-3.976
746.5	-3.973
747.0	-3.974
747.5	-3.977
748.0	-3.982
748.5	-3.980
749.0	-3.984
749.5	-3.994
750.0	-4.000
750.5	-4.000
751.0	-4.005
751.5	-4.015
752.0	-4.031
752.5	-4.044
753.0	-4.049
753.5	-4.046
754.0	-4.037
754.5	-4.025
755.0	-4.004
755.5	-3.989
756.0	-3.978
756.5	-3.978
757.0	-3.979
757.5	-3.972
758.0	-3.971
758.5	-3.969
759.0	-3.958
759.5	-3.947
760.0	-3.941
760.5	-3.939
761.0	-3.945
761.5	-3.963
762.0	-3.979
762.5	-3.984
763.0	-4.004
763.5	-4.014
764.0	-4.018
764.5	-4.020
765.0	-4.014
765.5	-4.011
766.0	-4.012
766.5	-4.015
767.0	-4.006
767.5	-4.000
768.0	-4.009
768.5	-4.015
769.0	-4.018
769.5	-4.021
770.0	-4.021
770.5	-4.029
771.0	-4.028
771.5	-4.030
772.0	-4.032
772.5	-4.038
773.0	-4.049
773.5	-4.044
774.0	-4.029
774.5	-4.018
775.0	-4.005
775.5	-3.992
776.0	-3.976
776.5	-3.968
777.0	-3.971
777.5	-3.976
778.0	-3.982
778.5	-3.962
779.0	-3.951
779.5	-3.954
780.0	-3.975
780.5	-4.000
781.0	-4.013
781.5	-4.022
782.0	-4.034
782.5	-4.038
783.0	-4.014
783.5	-3.979
784.0	-3.960
784.5	-3.963
785.0	-3.977
785.5	-4.001
786.0	-4.009
786.5	-4.023
787.0	-4.031
787.5	-4.032
788.0	-4.014
788.5	-4.010
789.0	-4.011
789.5	-4.014
790.0	-4.011
790.5	-4.019
791.0	-4.005
791.5	-4.002
792.0	-3.992
792.5	-3.989
793.0	-3.987
793.5	-3.998
794.0	-4.013
794.5	-4.025
795.0	-4.028
795.5	-4.021
796.0	-4.012
796.5	-4.008
797.0	-4.010
797.5	-4.006
798.0	-4.008
798.5	-4.006
799.0	-3.998
799.5	-4.000
800.0	-4.000
800.5	-4.006
801.0	-4.010
801.5	-4.009
802.0	-4.006
802.5	-4.001
803.0	-3.998
803.5	-3.988
804.0	-3.982
804.5	-4.004
805.0	-4.027
805.5	-4.052
806.0	-4.053
806.5	-4.048
807.0	-4.042
807.5	-4.039
808.0	-4.019
808.5	-3.996
809.0	-3.971
809.5	-3.973
810.0	-3.962
810.5	-3.955
811.0	-3.934
811.5	-3.936
812.0	-3.941
812.5	-3.948
813.0	-3.961
813.5	-3.968
814.0	-3.977
814.5	-3.996
815.0	-4.004
815.5	-4.020
816.0	-4.030
816.5	-4.049
817.0	-4.043
817.5	-4.052
818.0	-4.062
818.5	-4.061
819.0	-4.058
819.5	-4.058
820.0	-4.061
820.5	-4.059
821.0	-4.039
821.5	-4.022
822.0	-4.001
822.5	-3.999
823.0	-3.991
823.5	-3.992
824.0	-4.006
824.5	-4.023
825.0	-4.041
825.5	-4.041
826.0	-4.025
826.5	-4.011
827.0	-3.996
827.5	-3.976
828.0	-3.956
828.5	-3.942
829.0	-3.941
829.5	-3.946
830.0	-3.949
830.5	-3.944
831.0	-3.937
831.5	-3.941
832.0	-3.942
832.5	-3.949
833.0	-3.963
833.5	-3.994
834.0	-4.021
834.5	-4.042
835.0	-4.043
835.5	-4.035
836.0	-4.037
836.5	-4.035
837.0	-4.015
837.5	-4.007
838.0	-4.002
838.5	-4.011
839.0	-4.014
839.5	-4.021
840.0	-4.028
840.5	-4.037
841.0	-4.054
841.5	-4.054
842.0	-4.055
842.5	-4.054
843.0	-4.032
843.5	-4.012
844.0	-3.993
844.5	-3.992
845.0	-3.981
845.5	-4.002
846.0	-4.002
846.5	-4.011
847.0	-4.018
847.5	-4.017
848.0	-4.009
848.5	-4.006
849.0	-4.002
849.5	-4.006
850.0	-4.007


Sample 2
5/10/2022 11:46 AM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.17333	
//WLCalib: 261S 	-0.08000	
//WLCalib: 362S 	-0.30000	
//WLCalib: 484S 	0.09000	
//WLCalib: 529S 	0.09000	
//WLCalib: 823S 	-0.38000	
//QSpecEnd: 
190.0	-0.292
190.5	-0.106
191.0	-0.043
191.5	0.058
192.0	0.085
192.5	0.170
193.0	0.237
193.5	0.106
194.0	-0.129
194.5	-0.208
195.0	-0.256
195.5	-0.472
196.0	-0.329
196.5	-0.081
197.0	0.093
197.5	0.225
198.0	0.505
198.5	0.611
199.0	0.618
199.5	0.487
200.0	0.254
200.5	0.079
201.0	0.216
201.5	0.173
202.0	0.107
202.5	0.014
203.0	0.098
203.5	0.092
204.0	0.070
204.5	0.034
205.0	-0.028
205.5	0.046
206.0	0.012
206.5	-0.017
207.0	-0.026
207.5	-0.187
208.0	-0.065
208.5	0.057
209.0	0.151
209.5	0.213
210.0	0.336
210.5	0.271
211.0	0.145
211.5	0.025
212.0	-0.111
212.5	-0.277
213.0	-0.144
213.5	-0.119
214.0	-0.076
214.5	-0.016
215.0	0.071
215.5	0.000
216.0	0.000
216.5	0.000
217.0	0.000
217.5	0.000
218.0	0.000
218.5	0.000
219.0	0.000
219.5	0.000
220.0	0.000
220.5	0.000
221.0	0.000
221.5	0.000
222.0	0.000
222.5	0.000
223.0	0.000
223.5	0.000
224.0	0.000
224.5	0.000
225.0	0.000
225.5	0.000
226.0	0.000
226.5	0.000
227.0	0.000
227.5	0.000
228.0	0.000
228.5	0.000
229.0	0.001
229.5	-0.016
230.0	-0.006
230.5	0.016
231.0	0.032
231.5	0.043
232.0	0.048
232.5	0.047
233.0	0.041
233.5	0.029
234.0	0.011
234.5	-0.017
235.0	-0.002
235.5	0.000
236.0	0.000
236.5	0.000
237.0	0.000
237.5	0.000
238.0	0.000
238.5	0.000
239.0	0.000
239.5	0.000
240.0	0.000
240.5	0.000
241.0	0.000
241.5	0.000
242.0	0.000
242.5	0.000
243.0	0.000
243.5	0.000
244.0	0.000
244.5	0.000
245.0	0.000
245.5	0.000
246.0	0.000
246.5	0.000
247.0	0.000
247.5	0.000
248.0	0.000
248.5	0.000
249.0	0.000
249.5	0.000
250.0	0.000
250.5	0.000
251.0	0.000
251.5	0.000
252.0	-0.004
252.5	-0.003
253.0	0.005
253.5	0.011
254.0	0.015
254.5	0.018
255.0	0.018
255.5	0.016
256.0	0.012
256.5	0.005
257.0	-0.004
257.5	-0.002
258.0	0.000
258.5	0.000
259.0	0.000
259.5	0.000
260.0	0.000
260.5	0.000
261.0	0.005
261.5	-0.036
262.0	-0.002
262.5	0.034
263.0	0.060
263.5	0.076
264.0	0.083
264.5	0.080
265.0	0.068
265.5	0.045
266.0	0.014
266.5	-0.036
267.0	0.000
267.5	0.000
268.0	0.000
268.5	0.000
269.0	0.000
269.5	0.000
270.0	0.000
270.5	0.000
271.0	0.000
271.5	0.000
272.0	0.000
272.5	0.000
273.0	0.000
273.5	0.000
274.0	0.000
274.5	0.000
275.0	0.000
275.5	0.000
276.0	0.000
276.5	0.000
277.0	0.000
277.5	0.000
278.0	0.000
278.5	0.000
279.0	0.000
279.5	0.000
280.0	0.000
280.5	0.000
281.0	0.000
281.5	0.000
282.0	0.000
282.5	0.000
283.0	0.000
283.5	0.000
284.0	0.000
284.5	0.000
285.0	0.000
285.5	0.000
286.0	0.000
286.5	0.000
287.0	0.000
287.5	-0.002
288.0	-0.044
288.5	0.037
289.0	-0.054
289.5	-0.133
290.0	0.103
290.5	0.380
291.0	0.794
291.5	1.537
292.0	2.700
292.5	4.143
293.0	5.687
293.5	7.216
294.0	8.274
294.5	9.035
295.0	9.508
295.5	9.348
296.0	8.879
296.5	8.308
297.0	7.814
297.5	7.330
298.0	6.912
298.5	6.569
299.0	6.217
299.5	5.897
300.0	5.540
300.5	5.152
301.0	4.689
301.5	4.452
302.0	4.118
302.5	3.046
303.0	1.535
303.5	0.035
304.0	-1.349
304.5	-2.378
305.0	-3.006
305.5	-3.070
306.0	-2.591
306.5	-1.471
307.0	-0.566
307.5	-0.184
308.0	0.077
