Sample 1
5/20/2022 2:11 PM
Wavelength (nm)	10mm Absorbance
322.5	-0.084
323.0	-0.082
323.5	-0.082
324.0	-0.079
324.5	-0.075
325.0	-0.074
325.5	-0.080
326.0	-0.081
326.5	-0.087
327.0	-0.091
327.5	-0.092
328.0	-0.098
328.5	-0.100
329.0	-0.104
329.5	-0.110
330.0	-0.110
330.5	-0.107
331.0	-0.101
331.5	-0.099
332.0	-0.094
332.5	-0.090
333.0	-0.095
333.5	-0.091
334.0	-0.089
334.5	-0.093
335.0	-0.091
335.5	-0.092
336.0	-0.093
336.5	-0.093
337.0	-0.093
337.5	-0.100
338.0	-0.107
338.5	-0.106
339.0	-0.104
339.5	-0.102
340.0	-0.100
340.5	-0.098
341.0	-0.092
341.5	-0.090
342.0	-0.087
342.5	-0.091
343.0	-0.090
343.5	-0.087
344.0	-0.084
344.5	-0.083
345.0	-0.081
345.5	-0.077
346.0	-0.077
346.5	-0.082
347.0	-0.085
347.5	-0.089
348.0	-0.087
348.5	-0.086
349.0	-0.083
349.5	-0.081
350.0	-0.079
350.5	-0.075
351.0	-0.079
351.5	-0.084
352.0	-0.090
352.5	-0.093
353.0	-0.092
353.5	-0.090
354.0	-0.084
354.5	-0.081
355.0	-0.079
355.5	-0.077
356.0	-0.078
356.5	-0.079
357.0	-0.081
357.5	-0.079
358.0	-0.077
358.5	-0.072
359.0	-0.071
359.5	-0.074
360.0	-0.076
360.5	-0.076
361.0	-0.069
361.5	-0.064
362.0	-0.060
362.5	-0.062
363.0	-0.058
363.5	-0.061
364.0	-0.070
364.5	-0.076
365.0	-0.084
365.5	-0.086
366.0	-0.086
366.5	-0.087
367.0	-0.089
367.5	-0.090
368.0	-0.087
368.5	-0.092
369.0	-0.098
369.5	-0.100
370.0	-0.102
370.5	-0.097
371.0	-0.094
371.5	-0.093
372.0	-0.091
372.5	-0.091
373.0	-0.090
373.5	-0.093
374.0	-0.094
374.5	-0.091
375.0	-0.089
375.5	-0.081
376.0	-0.075
376.5	-0.072
377.0	-0.073
377.5	-0.075
378.0	-0.080
378.5	-0.089
379.0	-0.092
379.5	-0.097
380.0	-0.103
380.5	-0.102
381.0	-0.099
381.5	-0.095
382.0	-0.090
382.5	-0.086
383.0	-0.084
383.5	-0.077
384.0	-0.073
384.5	-0.075
385.0	-0.081
385.5	-0.086
386.0	-0.085
386.5	-0.087
387.0	-0.088
387.5	-0.088
388.0	-0.084
388.5	-0.079
389.0	-0.079
389.5	-0.080
390.0	-0.080
390.5	-0.080
391.0	-0.076
391.5	-0.075
392.0	-0.075
392.5	-0.073
393.0	-0.076
393.5	-0.079
394.0	-0.079
394.5	-0.078
395.0	-0.076
395.5	-0.075
396.0	-0.075
396.5	-0.077
397.0	-0.081
397.5	-0.085
398.0	-0.089
398.5	-0.091
399.0	-0.092
399.5	-0.093
400.0	-0.092
400.5	-0.093
401.0	-0.096
401.5	-0.101
402.0	-0.102
402.5	-0.101
403.0	-0.095
403.5	-0.088
404.0	-0.082
404.5	-0.079
405.0	-0.077
405.5	-0.079
406.0	-0.081
406.5	-0.083
407.0	-0.082
407.5	-0.083
408.0	-0.082
408.5	-0.079
409.0	-0.082
409.5	-0.082
410.0	-0.085
410.5	-0.087
411.0	-0.086
411.5	-0.085
412.0	-0.087
412.5	-0.090
413.0	-0.092
413.5	-0.095
414.0	-0.097
414.5	-0.094
415.0	-0.090
415.5	-0.086
416.0	-0.084
416.5	-0.084
417.0	-0.084
417.5	-0.084
418.0	-0.082
418.5	-0.080
419.0	-0.077
419.5	-0.069
420.0	-0.059
420.5	-0.054
421.0	-0.055
421.5	-0.057
422.0	-0.056
422.5	-0.057
423.0	-0.055
423.5	-0.055
424.0	-0.057
424.5	-0.058
425.0	-0.058
425.5	-0.062
426.0	-0.067
426.5	-0.071
427.0	-0.076
427.5	-0.078
428.0	-0.080
428.5	-0.082
429.0	-0.087
429.5	-0.089
430.0	-0.087
430.5	-0.087
431.0	-0.087
431.5	-0.088
432.0	-0.087
432.5	-0.082
433.0	-0.078
433.5	-0.076
434.0	-0.077
434.5	-0.076
435.0	-0.075
435.5	-0.079
436.0	-0.081
436.5	-0.086
437.0	-0.085
437.5	-0.082
438.0	-0.079
438.5	-0.077
439.0	-0.073
439.5	-0.068
440.0	-0.064
440.5	-0.063
441.0	-0.065
441.5	-0.069
442.0	-0.068
442.5	-0.073
443.0	-0.075
443.5	-0.078
444.0	-0.079
444.5	-0.077
445.0	-0.073
445.5	-0.072
446.0	-0.071
446.5	-0.068
447.0	-0.065
447.5	-0.064
448.0	-0.062
448.5	-0.064
449.0	-0.068
449.5	-0.073
450.0	-0.075
450.5	-0.075
451.0	-0.074
451.5	-0.075
452.0	-0.072
452.5	-0.073
453.0	-0.070
453.5	-0.072
454.0	-0.077
454.5	-0.081
455.0	-0.083
455.5	-0.085
456.0	-0.086
456.5	-0.087
457.0	-0.084
457.5	-0.084
458.0	-0.079
458.5	-0.075
459.0	-0.071
459.5	-0.064
460.0	-0.063
460.5	-0.065
461.0	-0.067
461.5	-0.073
462.0	-0.079
462.5	-0.084
463.0	-0.088
463.5	-0.091
464.0	-0.093
464.5	-0.092
465.0	-0.091
465.5	-0.085
466.0	-0.081
466.5	-0.080
467.0	-0.078
467.5	-0.075
468.0	-0.075
468.5	-0.078
469.0	-0.082
469.5	-0.089
470.0	-0.090
470.5	-0.091
471.0	-0.090
471.5	-0.090
472.0	-0.087
472.5	-0.086
473.0	-0.086
473.5	-0.089
474.0	-0.092
474.5	-0.097
475.0	-0.097
475.5	-0.096
476.0	-0.096
476.5	-0.095
477.0	-0.093
477.5	-0.090
478.0	-0.088
478.5	-0.088
479.0	-0.086
479.5	-0.087
480.0	-0.086
480.5	-0.087
481.0	-0.089
481.5	-0.088
482.0	-0.084
482.5	-0.076
483.0	-0.073
483.5	-0.069
484.0	-0.065
484.5	-0.060
485.0	-0.057
485.5	-0.057
486.0	-0.056
486.5	-0.055
487.0	-0.053
487.5	-0.052
488.0	-0.056
488.5	-0.063
489.0	-0.067
489.5	-0.068
490.0	-0.068
490.5	-0.070
491.0	-0.070
491.5	-0.072
492.0	-0.072
492.5	-0.071
493.0	-0.074
493.5	-0.082
494.0	-0.083
494.5	-0.083
495.0	-0.083
495.5	-0.088
496.0	-0.090
496.5	-0.095
497.0	-0.094
497.5	-0.093
498.0	-0.092
498.5	-0.092
499.0	-0.092
499.5	-0.093
500.0	-0.091
500.5	-0.094
501.0	-0.092
501.5	-0.095
502.0	-0.094
502.5	-0.090
503.0	-0.087
503.5	-0.084
504.0	-0.086
504.5	-0.083
505.0	-0.079
505.5	-0.080
506.0	-0.078
506.5	-0.084
507.0	-0.088
507.5	-0.092
508.0	-0.097
508.5	-0.096
509.0	-0.095
509.5	-0.089
510.0	-0.085
510.5	-0.077
511.0	-0.074
511.5	-0.074
512.0	-0.075
512.5	-0.081
513.0	-0.086
513.5	-0.088
514.0	-0.091
514.5	-0.092
515.0	-0.093
515.5	-0.093
516.0	-0.093
516.5	-0.093
517.0	-0.091
517.5	-0.089
518.0	-0.085
518.5	-0.084
519.0	-0.085
519.5	-0.085
520.0	-0.086
520.5	-0.088
521.0	-0.089
521.5	-0.090
522.0	-0.090
522.5	-0.088
523.0	-0.090
523.5	-0.092
524.0	-0.092
524.5	-0.088
525.0	-0.084
525.5	-0.084
526.0	-0.079
526.5	-0.073
527.0	-0.068
527.5	-0.063
528.0	-0.063
528.5	-0.062
529.0	-0.058
529.5	-0.055
530.0	-0.057
530.5	-0.062
531.0	-0.063
531.5	-0.062
532.0	-0.064
532.5	-0.062
533.0	-0.065
533.5	-0.068
534.0	-0.066
534.5	-0.067
535.0	-0.072
535.5	-0.074
536.0	-0.071
536.5	-0.074
537.0	-0.073
537.5	-0.074
538.0	-0.076
538.5	-0.077
539.0	-0.076
539.5	-0.078
540.0	-0.073
540.5	-0.066
541.0	-0.059
541.5	-0.061
542.0	-0.059
542.5	-0.067
543.0	-0.073
543.5	-0.078
544.0	-0.081
544.5	-0.082
545.0	-0.079
545.5	-0.074
546.0	-0.070
546.5	-0.070
547.0	-0.069
547.5	-0.074
548.0	-0.078
548.5	-0.081
549.0	-0.085
549.5	-0.088
550.0	-0.091
550.5	-0.091
551.0	-0.092
551.5	-0.091
552.0	-0.092
552.5	-0.093
553.0	-0.092
553.5	-0.095
554.0	-0.094
554.5	-0.089
555.0	-0.088
555.5	-0.084
556.0	-0.083
556.5	-0.081
557.0	-0.081
557.5	-0.078
558.0	-0.080
558.5	-0.080
559.0	-0.079
559.5	-0.078
560.0	-0.085
560.5	-0.086
561.0	-0.088
561.5	-0.089
562.0	-0.086
562.5	-0.086
563.0	-0.086
563.5	-0.085
564.0	-0.084
564.5	-0.081
565.0	-0.082
565.5	-0.084
566.0	-0.085
566.5	-0.085
567.0	-0.085
567.5	-0.085
568.0	-0.085
568.5	-0.088
569.0	-0.086
569.5	-0.084
570.0	-0.086
570.5	-0.089
571.0	-0.088
571.5	-0.084
572.0	-0.083
572.5	-0.082
573.0	-0.082
573.5	-0.081
574.0	-0.076
574.5	-0.074
575.0	-0.078
575.5	-0.079
576.0	-0.076
576.5	-0.073
577.0	-0.077
577.5	-0.083
578.0	-0.087
578.5	-0.090
579.0	-0.091
579.5	-0.092
580.0	-0.097
580.5	-0.097
581.0	-0.092
581.5	-0.085
582.0	-0.084
582.5	-0.086
583.0	-0.090
583.5	-0.092
584.0	-0.095
584.5	-0.096
585.0	-0.099
585.5	-0.102
586.0	-0.100
586.5	-0.098
587.0	-0.098
587.5	-0.099
588.0	-0.096
588.5	-0.096
589.0	-0.094
589.5	-0.093
590.0	-0.093
590.5	-0.096
591.0	-0.096
591.5	-0.095
592.0	-0.097
592.5	-0.097
593.0	-0.094
593.5	-0.093
594.0	-0.093
594.5	-0.092
595.0	-0.093
595.5	-0.091
596.0	-0.084
596.5	-0.082
597.0	-0.084
597.5	-0.084
598.0	-0.080
598.5	-0.079
599.0	-0.085
599.5	-0.086
600.0	-0.089
600.5	-0.087
601.0	-0.082
601.5	-0.081
602.0	-0.084
602.5	-0.082
603.0	-0.077
603.5	-0.076
604.0	-0.078
604.5	-0.076
605.0	-0.082
605.5	-0.086
606.0	-0.089
606.5	-0.092
607.0	-0.093
607.5	-0.087
608.0	-0.083
608.5	-0.077
609.0	-0.072
609.5	-0.064
610.0	-0.066
610.5	-0.066
611.0	-0.069
611.5	-0.076
612.0	-0.084
612.5	-0.089
613.0	-0.093
613.5	-0.093
614.0	-0.091
614.5	-0.084
615.0	-0.077
615.5	-0.068
616.0	-0.067
616.5	-0.071
617.0	-0.075
617.5	-0.079
618.0	-0.081
618.5	-0.087
619.0	-0.089
619.5	-0.087
620.0	-0.087
620.5	-0.086
621.0	-0.085
621.5	-0.086
622.0	-0.083
622.5	-0.083
623.0	-0.081
623.5	-0.080
624.0	-0.078
624.5	-0.076
625.0	-0.078
625.5	-0.077
626.0	-0.074
626.5	-0.078
627.0	-0.079
627.5	-0.082
628.0	-0.083
628.5	-0.082
629.0	-0.081
629.5	-0.087
630.0	-0.087
630.5	-0.083
631.0	-0.080
631.5	-0.086
632.0	-0.089
632.5	-0.094
633.0	-0.095
633.5	-0.092
634.0	-0.089
634.5	-0.097
635.0	-0.096
635.5	-0.093
636.0	-0.094
636.5	-0.096
637.0	-0.092
637.5	-0.093
638.0	-0.092
638.5	-0.085
639.0	-0.077
639.5	-0.075
640.0	-0.078
640.5	-0.077
641.0	-0.080
641.5	-0.083
642.0	-0.085
642.5	-0.095
643.0	-0.100
643.5	-0.104
644.0	-0.103
644.5	-0.099
645.0	-0.101
645.5	-0.095
646.0	-0.093
646.5	-0.095
647.0	-0.093
647.5	-0.092
648.0	-0.088
648.5	-0.085
649.0	-0.077
649.5	-0.070
650.0	-0.067
650.5	-0.067
651.0	-0.072
651.5	-0.080
652.0	-0.082
652.5	-0.085
653.0	-0.088
653.5	-0.087
654.0	-0.082
654.5	-0.082
655.0	-0.082
655.5	-0.082
656.0	-0.077
656.5	-0.074
657.0	-0.077
657.5	-0.078
658.0	-0.076
658.5	-0.076
659.0	-0.078
659.5	-0.084
660.0	-0.087
660.5	-0.085
661.0	-0.082
661.5	-0.085
662.0	-0.091
662.5	-0.091
663.0	-0.086
663.5	-0.088
664.0	-0.094
664.5	-0.098
665.0	-0.094
665.5	-0.091
666.0	-0.086
666.5	-0.086
667.0	-0.085
667.5	-0.083
668.0	-0.076
668.5	-0.075
669.0	-0.078
669.5	-0.079
670.0	-0.077
670.5	-0.077
671.0	-0.080
671.5	-0.083
672.0	-0.080
672.5	-0.079
673.0	-0.074
673.5	-0.075
674.0	-0.076
674.5	-0.082
675.0	-0.088
675.5	-0.097
676.0	-0.102
676.5	-0.100
677.0	-0.095
677.5	-0.089
678.0	-0.077
678.5	-0.070
679.0	-0.064
679.5	-0.066
680.0	-0.064
680.5	-0.063
681.0	-0.062
681.5	-0.065
682.0	-0.069
682.5	-0.070
683.0	-0.072
683.5	-0.077
684.0	-0.080
684.5	-0.083
685.0	-0.083
685.5	-0.079
686.0	-0.079
686.5	-0.078
687.0	-0.073
687.5	-0.073
688.0	-0.075
688.5	-0.072
689.0	-0.070
689.5	-0.068
690.0	-0.068
690.5	-0.069
691.0	-0.073
691.5	-0.076
692.0	-0.081
692.5	-0.086
693.0	-0.090
693.5	-0.092
694.0	-0.092
694.5	-0.086
695.0	-0.085
695.5	-0.081
696.0	-0.078
696.5	-0.075
697.0	-0.076
697.5	-0.075
698.0	-0.076
698.5	-0.076
699.0	-0.075
699.5	-0.073
700.0	-0.073
700.5	-0.072
701.0	-0.072
701.5	-0.077
702.0	-0.077
702.5	-0.081
703.0	-0.083
703.5	-0.083
704.0	-0.086
704.5	-0.089
705.0	-0.087
705.5	-0.088
706.0	-0.092
706.5	-0.095
707.0	-0.095
707.5	-0.102
708.0	-0.103
708.5	-0.108
709.0	-0.108
709.5	-0.107
710.0	-0.104
710.5	-0.090
711.0	-0.083
711.5	-0.072
712.0	-0.064
712.5	-0.061
713.0	-0.062
713.5	-0.067
714.0	-0.072
714.5	-0.076
715.0	-0.080
715.5	-0.074
716.0	-0.076
716.5	-0.074
717.0	-0.070
717.5	-0.067
718.0	-0.069
718.5	-0.071
719.0	-0.076
719.5	-0.070
720.0	-0.065
720.5	-0.065
721.0	-0.069
721.5	-0.075
722.0	-0.078
722.5	-0.080
723.0	-0.092
723.5	-0.092
724.0	-0.093
724.5	-0.090
725.0	-0.083
725.5	-0.084
726.0	-0.083
726.5	-0.078
727.0	-0.069
727.5	-0.070
728.0	-0.073
728.5	-0.063
729.0	-0.070
729.5	-0.077
730.0	-0.080
730.5	-0.081
731.0	-0.080
731.5	-0.070
732.0	-0.069
732.5	-0.072
733.0	-0.072
733.5	-0.072
734.0	-0.080
734.5	-0.083
735.0	-0.083
735.5	-0.081
736.0	-0.084
736.5	-0.082
737.0	-0.093
737.5	-0.095
738.0	-0.093
738.5	-0.091
739.0	-0.090
739.5	-0.092
740.0	-0.091
740.5	-0.095
741.0	-0.100
741.5	-0.104
742.0	-0.105
742.5	-0.104
743.0	-0.098
743.5	-0.094
744.0	-0.090
744.5	-0.087
745.0	-0.079
745.5	-0.077
746.0	-0.075
746.5	-0.072
747.0	-0.067
747.5	-0.070
748.0	-0.076
748.5	-0.084
749.0	-0.083
749.5	-0.091
750.0	-0.094
750.5	-0.095
751.0	-0.097
751.5	-0.090
752.0	-0.084
752.5	-0.083
753.0	-0.078
753.5	-0.074
754.0	-0.069
754.5	-0.069
755.0	-0.067
755.5	-0.067
756.0	-0.070
756.5	-0.073
757.0	-0.078
757.5	-0.080
758.0	-0.081
758.5	-0.086
759.0	-0.091
759.5	-0.083
760.0	-0.084
760.5	-0.085
761.0	-0.087
761.5	-0.087
762.0	-0.085
762.5	-0.080
763.0	-0.075
763.5	-0.075
764.0	-0.076
764.5	-0.075
765.0	-0.081
765.5	-0.089
766.0	-0.090
766.5	-0.086
767.0	-0.086
767.5	-0.083
768.0	-0.079
768.5	-0.084
769.0	-0.091
769.5	-0.096
770.0	-0.096
770.5	-0.101
771.0	-0.103
771.5	-0.098
772.0	-0.097
772.5	-0.108
773.0	-0.109
773.5	-0.104
774.0	-0.098
774.5	-0.092
775.0	-0.089
775.5	-0.089
776.0	-0.094
776.5	-0.101
777.0	-0.105
777.5	-0.118
778.0	-0.108
778.5	-0.100
779.0	-0.090
779.5	-0.083
780.0	-0.074
780.5	-0.070
781.0	-0.068
781.5	-0.083
782.0	-0.090
782.5	-0.102
783.0	-0.109
783.5	-0.115
784.0	-0.111
784.5	-0.097
785.0	-0.088
785.5	-0.084
786.0	-0.083
786.5	-0.092
787.0	-0.096
787.5	-0.102
788.0	-0.112
788.5	-0.118
789.0	-0.115
789.5	-0.105
790.0	-0.109
790.5	-0.111
791.0	-0.101
791.5	-0.091
792.0	-0.081
792.5	-0.073
793.0	-0.077
793.5	-0.080
794.0	-0.079
794.5	-0.083
795.0	-0.090
795.5	-0.088
796.0	-0.088
796.5	-0.089
797.0	-0.087
797.5	-0.085
798.0	-0.086
798.5	-0.081
799.0	-0.069
799.5	-0.057
800.0	-0.046
800.5	-0.033
801.0	-0.032
801.5	-0.033
802.0	-0.048
802.5	-0.063
803.0	-0.087
803.5	-0.097
804.0	-0.108
804.5	-0.110
805.0	-0.105
805.5	-0.098
806.0	-0.086
806.5	-0.072
807.0	-0.075
807.5	-0.072
808.0	-0.081
808.5	-0.078
809.0	-0.088
809.5	-0.085
810.0	-0.083
810.5	-0.082
811.0	-0.078
811.5	-0.077
812.0	-0.084
812.5	-0.086
813.0	-0.099
813.5	-0.111
814.0	-0.126
814.5	-0.133
815.0	-0.126
815.5	-0.124
816.0	-0.121
816.5	-0.127
817.0	-0.122
817.5	-0.116
818.0	-0.106
818.5	-0.092
819.0	-0.081
819.5	-0.064
820.0	-0.047
820.5	-0.035
821.0	-0.022
821.5	-0.019
822.0	-0.013
822.5	-0.013
823.0	-0.012
823.5	-0.017
824.0	-0.029
824.5	-0.039
825.0	-0.053
825.5	-0.055
826.0	-0.050
826.5	-0.036
827.0	-0.031
827.5	-0.034
828.0	-0.040
828.5	-0.049
829.0	-0.067
829.5	-0.088
830.0	-0.105
830.5	-0.111
831.0	-0.116
831.5	-0.109
832.0	-0.101
832.5	-0.092
833.0	-0.081
833.5	-0.065
834.0	-0.057
834.5	-0.047
835.0	-0.039
835.5	-0.040
836.0	-0.046
836.5	-0.050
837.0	-0.049
837.5	-0.065
838.0	-0.077
838.5	-0.079
839.0	-0.093
839.5	-0.104
840.0	-0.114
840.5	-0.126
841.0	-0.131
841.5	-0.130
842.0	-0.129
842.5	-0.126
843.0	-0.119
843.5	-0.115
844.0	-0.133
844.5	-0.141
845.0	-0.145
845.5	-0.151
846.0	-0.162
846.5	-0.159
847.0	-0.141
847.5	-0.110
848.0	-0.097
848.5	-0.087
849.0	-0.093
849.5	-0.096
850.0	-0.087


Sample 2
5/20/2022 2:12 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.17333	
//WLCalib: 261S 	-0.08000	
//WLCalib: 362S 	-0.30000	
//WLCalib: 484S 	0.09000	
//WLCalib: 529S 	0.09000	
//WLCalib: 823S 	-0.38000	
//QSpecEnd: 
190.0	-1.008
190.5	-1.200
191.0	-0.849
191.5	-0.359
192.0	-0.282
192.5	-0.162
193.0	-0.004
193.5	-0.075
194.0	-0.133
194.5	-0.052
195.0	-0.024
195.5	-0.059
196.0	0.140
196.5	-0.062
197.0	-0.084
197.5	-0.047
198.0	-0.054
198.5	-0.060
199.0	-0.079
199.5	-0.036
200.0	-0.015
200.5	0.005
201.0	-0.006
201.5	-0.008
202.0	-0.004
202.5	-0.014
203.0	-0.019
203.5	-0.023
204.0	-0.033
204.5	-0.030
205.0	-0.025
205.5	-0.027
206.0	-0.026
206.5	-0.024
207.0	-0.026
207.5	-0.035
208.0	-0.027
208.5	-0.033
209.0	-0.032
209.5	-0.024
210.0	-0.030
210.5	-0.031
211.0	-0.025
211.5	-0.025
212.0	-0.020
212.5	-0.021
213.0	-0.024
213.5	-0.025
214.0	-0.022
214.5	-0.027
215.0	-0.037
215.5	-0.033
216.0	-0.029
216.5	-0.027
217.0	-0.027
217.5	-0.032
218.0	-0.034
218.5	-0.033
219.0	-0.036
219.5	-0.045
220.0	-0.044
220.5	-0.047
221.0	-0.046
221.5	-0.045
222.0	-0.037
222.5	-0.035
223.0	-0.029
223.5	-0.021
224.0	-0.018
224.5	-0.018
225.0	-0.022
225.5	-0.027
226.0	-0.027
226.5	-0.029
227.0	-0.029
227.5	-0.029
228.0	-0.029
228.5	-0.023
229.0	-0.022
229.5	-0.024
230.0	-0.026
230.5	-0.024
231.0	-0.026
231.5	-0.028
232.0	-0.030
232.5	-0.030
233.0	-0.030
233.5	-0.028
234.0	-0.031
234.5	-0.032
235.0	-0.032
235.5	-0.029
236.0	-0.027
236.5	-0.028
237.0	-0.029
237.5	-0.028
238.0	-0.030
238.5	-0.029
239.0	-0.034
239.5	-0.034
240.0	-0.032
240.5	-0.026
241.0	-0.022
241.5	-0.016
242.0	-0.016
242.5	-0.017
243.0	-0.019
243.5	-0.021
244.0	-0.023
244.5	-0.024
245.0	-0.024
245.5	-0.022
246.0	-0.020
246.5	-0.015
247.0	-0.016
247.5	-0.017
248.0	-0.018
248.5	-0.021
249.0	-0.022
249.5	-0.023
250.0	-0.026
250.5	-0.031
251.0	-0.032
251.5	-0.028
252.0	-0.029
252.5	-0.028
253.0	-0.027
253.5	-0.026
254.0	-0.023
254.5	-0.026
255.0	-0.029
255.5	-0.033
256.0	-0.029
256.5	-0.027
257.0	-0.028
257.5	-0.025
258.0	-0.025
258.5	-0.024
259.0	-0.024
259.5	-0.023
260.0	-0.021
260.5	-0.023
261.0	-0.023
261.5	-0.022
262.0	-0.017
262.5	-0.020
263.0	-0.023
263.5	-0.028
264.0	-0.026
264.5	-0.030
265.0	-0.034
265.5	-0.035
266.0	-0.034
266.5	-0.028
267.0	-0.024
267.5	-0.022
268.0	-0.024
268.5	-0.029
269.0	-0.030
269.5	-0.038
270.0	-0.039
270.5	-0.035
271.0	-0.033
271.5	-0.026
272.0	-0.019
272.5	-0.010
273.0	-0.008
273.5	-0.009
274.0	-0.010
274.5	-0.012
275.0	-0.011
275.5	-0.012
276.0	-0.009
276.5	-0.009
277.0	-0.012
277.5	-0.014
278.0	-0.018
278.5	-0.021
279.0	-0.019
279.5	-0.018
280.0	-0.018
280.5	-0.012
281.0	-0.004
281.5	-0.004
282.0	-0.005
282.5	-0.007
283.0	-0.009
283.5	-0.011
284.0	-0.014
284.5	-0.017
285.0	-0.022
285.5	-0.019
286.0	-0.016
286.5	-0.017
287.0	-0.019
